"","Galium_labradoricum","Galium_spurium","Galium_binifolium","Galium_tenuissimum","Galium_concinnum","Galium_eriocarpum","Galium_propinquum","Galium_sterneri","Galium_nuttallii","Galium_circaezans","Galium_bifolium","Galium_album","Galium_mollugo","Galium_verum","Galium_odoratum","Galium_aparine","Galium_saxatile","Galium_divaricatum","Galium_triflorum","Asperula_molluginoides","Rubia_tinctorum","Kelloggia_galioides","Coprosma_propinqua","Coprosma_foetidissima","Nertera_dichondrifolia","Nertera_granadensis","Spermacoce_brachystema","Spermacoce_leptoloba","Spermacoce_breviflora","Psychotria_marginata","Psychotria_penangensis","Psychotria_limonensis","Psychotria_micrantha","Psychotria_chagrensis","Psychotria_suterella","Psychotria_flava","Psychotria_tenuifolia","Psychotria_grandis","Psychotria_loniceroides","Rudgea_jasminoides","Coussarea_suaveolens","Pavetta_australiensis","Atractocarpus_sessilis","Rosenbergiodendron_formosum","Randia_pterocarpa","Randia_hebecarpa","Randia_thurberi","Randia_armata","Gardenia_ternifolia","Genipa_americana","Alibertia_edulis","Coffea_canephora","Coffea_congensis","Ixora_pendula","Ixora_peruviana","Ixora_javanica","Posoqueria_latifolia","Pentagonia_macrophylla","Nauclea_officinalis","Neolamarckia_cadamba","Guettarda_tikalana","Guettarda_aromatica","Guettarda_divaricata","Guettarda_odorata","Timonius_wallichianus","Arachnothryx_buddleioides","Blepharidium_guatemalense","Hintonia_latiflora","Hamelia_patens","Macrocnemum_roseum","Asclepias_oenotheroides","Asclepias_erosa","Asclepias_tuberosa","Asclepias_verticillata","Asclepias_incarnata","Calotropis_procera","Mandevilla_benthamii","Wrightia_tinctoria","Tabernaemontana_cymosa","Tabernaemontana_sananho","Tabernaemontana_siphilitica","Tabernaemontana_alba","Vinca_minor","Carissa_macrocarpa","Alyxia_ruscifolia","Aspidosperma_spruceanum","Alstonia_actinophylla","Alstonia_muelleriana","Chironia_linoides","Gentianella_campestris","Gentianella_amarella","Swertia_pseudochinensis","Swertia_bimaculata","Gentiana_clusii","Gentiana_sceptrum","Gentiana_affinis","Gentiana_utriculosa","Gentiana_pneumonanthe","Centaurium_erythraea","Cicendia_quadrangularis"
"Asclepias_verticillata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,7.356428,7.356428,6.005362,0,1.357744,12.876696,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Asclepias_incarnata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,7.356428,7.356428,6.005362,1.357744,0,12.876696,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Calotropis_procera",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,12.876696,12.876696,12.876696,12.876696,12.876696,0,43.788918,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Mandevilla_benthamii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,0,29.528538,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Wrightia_tinctoria",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,29.528538,0,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Tabernaemontana_cymosa",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,0,8.8944,8.8944,8.8944,46.883208,50.884194,50.884194,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Tabernaemontana_sananho",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,8.8944,0,4.215188,8.451108,46.883208,50.884194,50.884194,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Tabernaemontana_siphilitica",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,8.8944,4.215188,0,8.451108,46.883208,50.884194,50.884194,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Tabernaemontana_alba",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,8.8944,8.451108,8.451108,0,46.883208,50.884194,50.884194,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Vinca_minor",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,46.883208,46.883208,46.883208,46.883208,0,50.884194,50.884194,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Carissa_macrocarpa",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,50.884194,50.884194,50.884194,50.884194,50.884194,0,48.847424,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Alyxia_ruscifolia",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,50.884194,50.884194,50.884194,50.884194,50.884194,48.847424,0,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Aspidosperma_spruceanum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,0,43.477808,43.477808,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Alstonia_actinophylla",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,43.477808,0,1.16251,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Alstonia_muelleriana",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,43.477808,1.16251,0,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Chironia_linoides",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,0,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799
"Gentianella_campestris",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,0,1.522362,25.907998,25.907998,38.49716,38.49716,38.49716,38.49716,38.49716,48.303808,48.303808
"Gentianella_amarella",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,1.522362,0,25.907998,25.907998,38.49716,38.49716,38.49716,38.49716,38.49716,48.303808,48.303808
"Swertia_pseudochinensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,25.907998,25.907998,0,19.614498,38.49716,38.49716,38.49716,38.49716,38.49716,48.303808,48.303808
"Swertia_bimaculata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,25.907998,25.907998,19.614498,0,38.49716,38.49716,38.49716,38.49716,38.49716,48.303808,48.303808
"Gentiana_clusii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,38.49716,38.49716,38.49716,38.49716,0,20.983712,20.983712,20.983712,20.983712,48.303808,48.303808
"Gentiana_sceptrum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,38.49716,38.49716,38.49716,38.49716,20.983712,0,20.983712,20.983712,20.983712,48.303808,48.303808
"Gentiana_affinis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,38.49716,38.49716,38.49716,38.49716,20.983712,20.983712,0,20.983712,20.983712,48.303808,48.303808
"Gentiana_utriculosa",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,38.49716,38.49716,38.49716,38.49716,20.983712,20.983712,20.983712,0,20.983712,48.303808,48.303808
"Gentiana_pneumonanthe",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,38.49716,38.49716,38.49716,38.49716,20.983712,20.983712,20.983712,20.983712,0,48.303808,48.303808
