"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110"
"t81",-0.03187959913421,-0.162672060323182,-0.00195665552775107,-0.216957825879673,-0.0342265415281775,-0.0823614256235647,0.0115454500245308,-0.00770694004301483,1.72731067850987e-05,0.00123800705897156,0.00278765741227531,0.00412880709767987,-0.492652768584495,0.00427481316360664,0.000350780352631384,-0.000756629849206384,2.6137275461911e-05,0.000318962501553601,-0.00606017112487449,-4.51213568188421e-05,-0.0212599139694677,-0.000693586998505913,-0.0376420511175304,-1.67870640132655e-05,1.33039564602568e-16,-0.000233765721793179,0.00160477964913912,0.00139775325985971,2.01717683306239e-05,-0.00460499284391246,0.0116092340371267,0.000949563700301344,0.0804180510566868,-0.0024356152188296,6.50520841902119e-07,-0.000711504763833965,0.000251938053135481,-0.000387175064043727,0.00328365005178707,5.29310028541563e-05,8.65355898528724e-05,9.01096381959803e-06,0.0001579674139021,0.000105185052121954,-0.000137442816042082,-0.00848003429174282,-0.000588796830952042,-0.012293085613969,0.000956325628408853,-0.00382150234260021,3.34798927363759e-16,8.78884745008876e-05,-0.000530027262161508,0.000322173627876288,9.63336303880337e-05,9.07060957537855e-05,9.99127673163846e-06,-0.00011172351456563,2.84857166330627e-05,0.000620997569446885,-3.83361363239488e-07,6.74820665477539e-06,-8.12664141108047e-07,-7.15408806440332e-05,4.31876680142222e-06,3.20896066856684e-16,1.07611776997597e-15,-4.84217636994091e-14,-0.393709676211321,-0.0407077501445841,-4.99604484761848e-05,-6.44215909950678e-15,-4.74278938935116e-15,7.6306450013585e-08,3.71053952483176e-07,-6.47699130626264e-06,-1.77008256870284e-06,2.05293184861133e-15,0.000198514251652556,1.40669820687357e-15,-1.02042489871487e-15,-6.75000614825255e-06,-3.27875627541549e-16,-1.06628426789372e-14,4.69225824353533e-16,-7.70679978140019e-06,-6.30892712006916e-15,1.82400590965493e-06,-1.12387198493579e-14,-1.49126118825072e-06,-1.34230008882142e-15,-2.97746615581142e-06,-2.52239220746095e-14,0.707106781186545,-7.44916820819724e-14,1.83433214258838e-14,1.96137767867966e-14,-4.19038146305045e-15,-2.34664852863849e-14,-6.37175683936808e-15,5.12650450174941e-07,2.09600205786712e-08,2.35092281924013e-14,-8.62582083024948e-15,2.88937929742321e-15,-3.62184800977367e-15,2.44068601892171e-15,1.6805679357987e-15,5.51620545398651e-14,-0.0953462589245536
"t82",-0.03187959913421,-0.162672060323182,-0.00195665552775107,-0.216957825879673,-0.0342265415281784,-0.0823614256235644,0.0115454500245309,-0.00770694004301492,1.72731067849786e-05,0.00123800705897165,0.00278765741227593,0.00412880709767947,-0.492652768584496,0.00427481316360688,0.000350780352631133,-0.000756629849206115,2.61372754617027e-05,0.000318962501553051,-0.00606017112487466,-4.51213568192653e-05,-0.0212599139694673,-0.000693586998506648,-0.0376420511175286,-1.67870640134045e-05,2.626956364717e-16,-0.000233765721793376,0.00160477964913905,0.00139775325986131,2.01717683307421e-05,-0.00460499284391209,0.011609234037126,0.000949563700302008,0.0804180510566874,-0.0024356152188292,6.50520841980718e-07,-0.000711504763833351,0.000251938053135662,-0.00038717506404367,0.00328365005178806,5.29310028541059e-05,8.65355898523041e-05,9.01096381994115e-06,0.000157967413902683,0.000105185052122491,-0.000137442816041923,-0.00848003429174024,-0.000588796830954021,-0.0122930856139718,0.000956325628409665,-0.0038215023426028,-8.64751515991544e-16,8.78884745001989e-05,-0.000530027262162047,0.000322173627877537,9.63336303883914e-05,9.07060957495779e-05,9.99127673298029e-06,-0.000111723514565644,2.84857166334257e-05,0.000620997569449554,-3.83361364127356e-07,6.74820665509399e-06,-8.12664141831818e-07,-7.1540880645141e-05,4.31876680120945e-06,2.12175571807272e-16,-2.7760447202102e-16,-4.92350793368759e-14,-0.393709676211309,-0.0407077501445767,-4.99604484731831e-05,-5.73193856517256e-15,1.7855002023841e-15,7.63064524047289e-08,3.71053951905309e-07,-6.47699130460936e-06,-1.77008256478967e-06,1.42149250335577e-15,0.000198514251647338,-9.47641460424375e-16,-1.38758262037131e-15,-6.75000616266271e-06,-2.01055739923904e-15,9.12084007602857e-15,6.96492025715235e-16,-7.70679977691853e-06,5.8619100221389e-15,1.82400590501487e-06,8.60490060764009e-15,-1.49126117922536e-06,1.06344267109034e-15,-2.97746610439172e-06,2.80676545038922e-14,-0.70710678118655,7.28166508331548e-14,-1.95863936388745e-14,-2.01049842809859e-14,-7.00724269794141e-16,3.01308562379282e-14,4.58829991151514e-15,5.12650414230988e-07,2.09599931893471e-08,-2.66938554356394e-14,1.06389240148456e-14,-3.81336208878581e-15,8.22976663408923e-15,-5.29960295950418e-16,6.33515369810243e-15,5.27521669619098e-14,-0.0953462589245641
"t1",-0.0382558694142504,-0.0555605380147798,-0.000973965562411671,-0.00770105607243148,0.0268481501956225,0.0749392945665422,0.00352645230277598,-0.0088325020063063,-6.13484326609735e-05,0.0125693726112135,0.00111770147984949,0.0035189516772026,-0.00499317663802293,-0.00555701358556963,-0.000304349270713079,0.00191818457748375,-3.92428009782956e-05,-0.000577863834849873,0.0260050120082593,0.000122839115848556,0.102020815654498,0.0139652159117388,0.000255035266863905,3.99430210133941e-05,-5.43531111949953e-17,0.00166418974194791,-0.00525391372965265,-0.00989874260818239,-8.37096081580877e-05,0.0319815169514222,-0.0680333271563646,-0.00473999167057061,-0.0250058336785187,-0.0233817901598785,1.43752651591618e-05,0.0136509324389025,-0.00841359498155191,0.0103215604135256,-0.112300107417056,-0.000962651113310556,-0.00164440798295907,-0.000191370959729505,-0.00592721866381787,-0.00406980685797069,0.00379636104957081,0.0534140310984386,0.0407847827611235,0.908927344010091,-0.0731628751257681,0.321226446672083,1.81715852841161e-14,-0.0126725434015404,0.0577688814154307,-0.0369507725294789,-0.0113095551359413,-0.0160414218789276,0.000776137017474259,0.0315023522928445,-0.0100663382977255,0.0396710173538011,0.000732331150704309,0.000318231495035193,-0.000745904874528973,-0.0261068634772396,0.00121542431559832,7.78421985733175e-16,-3.50547435090351e-16,3.80685364218498e-16,-0.00551963000209292,0.00152295689457182,0.00152774993255426,5.43922447333606e-16,-5.12467207710404e-16,0.000279710595466531,0.000222180790119274,-0.00179986496458572,-0.000110129045606925,1.18278472173154e-15,0.0222892932284958,9.93154227200557e-16,2.41602941626533e-16,-0.000533930405686839,1.38948175945195e-15,6.17855534571788e-16,3.55419984547946e-16,-0.000178030184971306,-1.01229510649439e-16,0.000104745217307896,-2.52176250893331e-16,-8.35139792826829e-05,-2.01257211546338e-16,-0.00016651682690168,9.29744734033191e-16,-1.53412369002717e-15,-6.83591029208598e-16,-1.660510786462e-16,-1.58795906777023e-16,-2.66632001743434e-15,3.67925090665256e-16,-3.95130141640265e-16,2.43431852592933e-05,3.86254693205111e-07,-6.73908197920482e-16,1.34530526592282e-15,-9.20681516354347e-16,1.61344293442079e-15,1.0246138377926e-15,4.22783551900314e-15,5.38315941323178e-14,-0.095346258924555
"t4",-0.0408742730475924,-0.0647597467068483,-0.00121990243467198,-0.00815885786905908,0.048831411328033,0.150106253753215,0.0214298979018533,-0.0505748538063111,0.0746007786649692,0.00597098039588369,0.000844795860838803,0.00285956041539287,-0.00417170397358353,-0.00599003433736396,-0.000359352403811621,0.00274914792869241,-6.40334115644956e-05,-0.00112460629857077,0.0792854998777647,0.000472498380471708,0.882402189862726,0.211974090711788,-0.0534744134755761,-0.000393029606841139,-1.98375159442302e-16,-0.0117100155228281,0.0192445169312421,0.0358593387068417,0.000417472154678526,-0.309831051606296,0.0828073332404023,0.00549352863427868,0.0233595436136998,0.0205646055318214,-1.08403313747483e-05,-0.00735919798422749,0.00381277512503309,-0.00384341529843928,0.0415854064705476,0.00029557371953908,0.000492203763628079,5.23962358805586e-05,0.000947256873431292,0.000619375909932457,-0.00054254795954497,-0.00756198602679373,-0.00528642779344203,-0.102712473716831,0.00816174854921415,-0.0185517885083817,-5.33442922605697e-16,0.000961723777923879,-0.00361384463350533,0.00216968256051472,0.000644982694957208,0.000543905910364311,-1.77331867049611e-05,-0.000575860849016107,0.000133000043533208,-0.000315530875688773,1.0370932128052e-06,1.60527049691637e-06,-8.29639437444143e-06,-0.000522588372147691,2.92295309879249e-05,-1.01082268657369e-18,2.28723127063748e-16,-2.04252489435118e-16,-0.000410334767140885,0.000114596841791874,0.000135714136899622,1.19971024045581e-16,-5.10847464715564e-18,3.03931851765485e-05,2.478895668774e-05,-0.000209665417068963,-1.25192595327197e-05,2.34071305766658e-15,0.0115230478850472,6.17270554294792e-16,-1.0759228879314e-16,-7.44734668201036e-05,-9.04181975426685e-16,7.04518495556788e-16,2.26842707957365e-16,-2.61300061731459e-05,1.40435160052134e-16,1.70011787750665e-05,3.1185109997949e-17,-1.37278714513717e-05,-4.11837211239631e-16,-2.73907378691162e-05,8.13098924531738e-16,8.12608642060905e-16,-1.91289174451885e-16,-1.77772803005624e-16,-8.63257201360767e-17,-2.59583042359572e-15,1.0604061783263e-15,-2.76681315997794e-16,4.3649043454633e-06,6.54131325033674e-08,2.08403446142699e-16,1.04921113712054e-15,-8.25839050915228e-16,1.68071572270497e-15,1.07199926299792e-15,4.44729105385456e-15,5.41009817623228e-14,-0.095346258924558
"t12",-0.0420360443080715,-0.0712748739390189,-0.00137572046286308,-0.00942984923926093,0.0687405188822156,0.221778323974342,0.0412854712743824,-0.0988167146795819,0.170998246535869,-0.0120661340344053,-0.000599844559753832,-0.00194249886004494,0.00215099715664713,0.00135225942100649,2.91028362265012e-05,6.53275179975966e-05,-6.84394466903296e-06,-0.000179141849799774,0.0171797771125003,0.000107965741545203,0.200147468391425,0.0462228339434803,-0.0104776487645411,-5.4218572659659e-05,-9.54731485885198e-16,-0.00100115170915694,-0.00520762556705528,-0.0259104593176125,-0.000819469617605667,0.904069376736842,0.130092054069536,0.00696181390180718,0.0230719452812115,0.0186005732358519,-9.30065851539191e-06,-0.00572098245580839,0.00288024459566847,-0.00286157853294098,0.0309320724533858,0.000218492998952506,0.000363554560867893,3.86303793081602e-05,0.000711165865131301,0.000467645155344115,-0.000413555081829879,-0.00577393471833373,-0.00413301072801691,-0.0874251170456144,0.00709084016555061,0.0269829494957306,3.16126206608803e-15,0.000514806672644449,-0.0022723534670605,0.00138880904618438,0.000415471563148725,0.00036696470374437,-1.21385054658251e-05,-0.000394216371955026,9.13764449978849e-05,-0.00021807754164602,7.18758222136637e-07,1.11736154068971e-06,-5.7779908582548e-06,-0.000365467358905875,2.04786709816349e-05,1.36596693287055e-16,1.16587004136623e-16,-2.09643059277495e-16,-0.000296967321350461,8.30072720729451e-05,9.88822675307136e-05,2.85857227632256e-16,8.88546630175495e-17,2.29577838056946e-05,1.89045419641022e-05,-0.000163345351406304,-1.01931580287119e-05,2.72986520334193e-15,0.0348490429569871,1.55445487754045e-15,-3.48022420488274e-16,-4.57379830028446e-05,-2.45188103278696e-17,2.19974912082737e-17,-2.61421307439794e-16,-1.73736893433395e-05,6.69420620711589e-17,1.14147833576827e-05,-2.47373268566108e-16,-9.24783173170422e-06,-1.83036338520248e-16,-1.84550981737506e-05,8.21355031164132e-16,8.37735574021261e-16,-4.21184997549805e-16,-2.33224395829729e-16,-7.38942992836119e-18,-2.51642100825622e-15,1.13598981348303e-15,-4.12678215120221e-16,2.99146995746895e-06,4.48834493597724e-08,-3.89117464991372e-16,1.10666442147104e-15,-1.02461443823809e-15,1.42321219323716e-15,1.19861721129968e-15,4.60790515734278e-15,5.40351837207252e-14,-0.0953462589245603
"t24",-0.0434624725564767,-0.0791460862809565,-0.00156302785404807,-0.0109504937422764,0.0918843172753001,0.304657467424149,0.0637592027326117,-0.153372096163033,0.279078416044203,-0.031035865465132,-0.00207396992718024,-0.00683495495686383,0.00852881322232314,0.00854000295241247,0.000398810187408806,-0.00240286748196388,4.33441220120478e-05,0.000608863152700987,-0.0282135900523333,-0.000137199972169849,-0.168370649515747,-0.0340464831223445,0.00641494848654197,2.5756614657599e-05,2.51618531398893e-16,0.000414249162286631,0.00143624404985226,0.00594935647053364,0.000158339547286203,-0.165977203097076,-0.0110979930878402,-0.000392200861461986,9.80766248596911e-05,0.000767418529068963,-6.6977631796917e-07,-0.000982632364141276,0.000669963058895045,-0.000824049400119883,0.00907155161488794,7.4512141526971e-05,0.000127532319924608,1.48881508340704e-05,0.000521713206398478,0.000372179371747868,-0.000370270967165438,-0.0052697937919195,-0.00472799445563212,-0.166371169078338,0.014711552999357,0.410602323157988,0.707106781186584,-0.00155926874258815,0.00235931409821751,-0.00116105693922528,-0.00031783370650811,-9.43484588765759e-05,1.26221210988806e-06,4.06263159199183e-05,-6.00362844569292e-06,1.12728097096707e-06,1.59230319770054e-08,7.14952529079945e-08,-4.00138774612142e-07,-3.92839811203996e-05,2.53302611772415e-06,-1.17680235778147e-15,-1.318557702013e-15,8.99583836740081e-16,-0.000104180804297455,2.95258291467793e-05,3.83950159606213e-05,7.04229078464548e-16,-1.77355132255144e-15,1.3108565755486e-05,1.16575451591244e-05,-0.000116962641095027,-9.30308409345023e-06,7.17681137048235e-15,0.141583454221837,4.78477130173388e-15,-1.38072356481635e-15,2.18805434858781e-05,-1.15223527924791e-15,2.88388387862826e-16,-2.0313609752309e-16,6.58795377777207e-07,-3.43608398876451e-16,1.65716252502708e-07,-1.43096533321623e-15,-2.99529261506233e-07,1.60310576853408e-16,-6.15022159629316e-07,2.87326076340527e-16,-9.67957095632696e-16,-8.82034077336349e-16,-5.06718827302694e-16,5.72570128717233e-16,-1.05495358992945e-15,1.35959654954677e-15,-1.11427543964845e-15,3.71618309486251e-07,5.85645377921022e-09,-8.83712413988947e-16,1.03232034792028e-15,-3.23206985987795e-16,2.20236598104945e-15,1.0440626498662e-15,4.50767020004851e-15,5.39318455976213e-14,-0.0953462589245646
"t25",-0.0434624725564767,-0.0791460862809565,-0.00156302785404805,-0.0109504937422764,0.0918843172753001,0.304657467424149,0.0637592027326117,-0.153372096163033,0.279078416044204,-0.031035865465132,-0.00207396992717986,-0.00683495495686376,0.00852881322232313,0.00854000295241281,0.000398810187409445,-0.0024028674819637,4.33441220124635e-05,0.000608863152700726,-0.0282135900523341,-0.000137199972169955,-0.168370649515746,-0.0340464831223444,0.00641494848654178,2.57566146582338e-05,3.94857563875749e-16,0.000414249162286088,0.00143624404985139,0.00594935647053513,0.000158339547285639,-0.165977203097077,-0.011097993087841,-0.000392200861460401,9.80766248589521e-05,0.000767418529067384,-6.69776319258973e-07,-0.000982632364140723,0.000669963058896627,-0.000824049400120256,0.00907155161488892,7.45121415269544e-05,0.000127532319923021,1.48881508312162e-05,0.000521713206395854,0.000372179371747918,-0.000370270967175569,-0.00526979379191388,-0.00472799445564795,-0.166371169078351,0.0147115529993644,0.41060232315811,-0.707106781186511,-0.0015592687425602,0.00235931409819835,-0.00116105693924655,-0.000317833706490464,-9.43484588845653e-05,1.26221211013058e-06,4.06263159151534e-05,-6.00362844709711e-06,1.12728097054459e-06,1.59230393611059e-08,7.14952559034649e-08,-4.00138773667083e-07,-3.92839811157865e-05,2.53302612003072e-06,2.81311303595352e-17,8.26949722395609e-16,-1.28561510228843e-15,-0.000104180804298201,2.95258291537903e-05,3.83950159618054e-05,-1.32963182977911e-15,2.61968111544269e-16,1.31085657576296e-05,1.1657545160263e-05,-0.000116962641091906,-9.30308409404144e-06,1.20340371032174e-14,0.141583454221834,5.55863773361638e-15,-7.703586338887e-16,2.18805434833818e-05,-2.0126581233324e-15,5.25711299536314e-15,-1.98604332746197e-16,6.58795375926014e-07,5.30429786713184e-17,1.65716250674532e-07,9.44128984563161e-16,-2.99529261423119e-07,-1.34687415937074e-15,-6.15022158496996e-07,1.00665155158511e-15,3.91198747795127e-16,-1.20522000299693e-15,-5.26708196345669e-16,1.76655980392012e-16,-3.45004054877518e-15,7.29036531517082e-16,-3.38663787966225e-16,3.71618309314667e-07,5.85645374328865e-09,5.61607476758563e-16,-3.91029644780288e-16,-6.67965987959835e-16,2.10179263016749e-15,1.62331646689211e-15,5.0413588082088e-15,5.45393027690229e-14,-0.095346258924564
"t20",-0.0429418908155785,-0.0763591423916382,-0.00149731461345572,-0.0104215403869571,0.0842264319821922,0.277474166504391,0.0566392697033963,-0.13611212761259,0.245340316245546,-0.0256363505709016,-0.001670584563341,-0.00549878800354003,0.00680850420749782,0.00666955891506754,0.00030562118685968,-0.00180303301437165,3.16980617180549e-05,0.000434324804476581,-0.0191286434880843,-9.07058147318482e-05,-0.105968274701533,-0.021045763057305,0.00386153630126821,1.49167473521776e-05,1.93616385660304e-16,0.00023475018400334,0.000763240795078749,0.00307390865392188,7.97626761090395e-05,-0.0830056646863207,-0.00506883405993563,-0.000173118399417582,3.96909069890797e-05,0.000290649115077,-2.37688002299356e-07,-0.00025746956401346,0.000130299013822636,-0.00010593430738281,0.00110802875377738,4.82205855822568e-06,6.78027742480204e-06,1.96745033200285e-07,-0.000135257234411717,-0.000106985273057613,0.000120268609292078,0.0017417940630398,0.00184545998636902,0.0805279717089109,-0.00729090045082108,-0.24805371320861,-2.02094865489106e-14,0.00109635564277397,-0.00201188068146888,0.00105119553248924,0.000295600715127389,0.000136964596485123,-3.11198086014254e-06,-0.00010076359485745,2.0449783997955e-05,-3.64949875021303e-05,9.99803161926083e-08,1.01784427336873e-07,-4.88515500276351e-07,-1.19647391719265e-05,1.65934142589772e-07,1.03684738699566e-15,-9.7659536258662e-16,1.14552978929211e-15,0.000192742958209642,-5.56932746487503e-05,-8.1496230597156e-05,-6.86813484026067e-16,4.08289725884733e-18,-4.21028803016505e-05,-3.98621973489886e-05,0.000444427831037802,4.04021727660214e-05,-5.15116138810035e-14,-0.853969837456508,-2.68383122546433e-14,4.54391475287974e-15,-0.000245129930387258,6.24417212009517e-15,-1.02302229020561e-14,4.66158690803303e-15,-4.51431206874029e-05,3.03178834035204e-16,2.61552007811749e-05,-8.63389384190301e-18,-2.0245669703369e-05,-3.60548825030671e-17,-4.03045854569607e-05,2.15792212578957e-15,4.14462554826539e-15,-1.10663551682374e-15,7.96893748641194e-16,-4.35389974342888e-16,-3.27286214115049e-15,3.05269719537308e-15,1.57168232578055e-16,5.06964085922429e-06,7.46607648772876e-08,-4.92557138213949e-15,3.06228997805862e-15,-2.47832205357327e-15,-1.70050410344675e-15,9.22052349889779e-17,3.19088572054051e-15,5.28603082365339e-14,-0.0953462589245542
"t21",-0.0432109593586113,-0.077779653281827,-0.00153066857451535,-0.0106889793206786,0.0880122884540807,0.290860647661169,0.0600926135123059,-0.144478629994349,0.261599612879136,-0.0281393263136275,-0.00185460848213305,-0.00610786608561467,0.00758880300774746,0.00750604764171043,0.000346786903027345,-0.00206437606275578,3.66865609863278e-05,0.000507854531025414,-0.0228264195035645,-0.000109305090507003,-0.130090508518475,-0.0260079940726652,0.0048179590993907,1.88659820606145e-05,1.55365139119366e-16,0.000299124318901293,0.000993477668870393,0.00403723236318902,0.000105591312053882,-0.110130122337451,-0.0069078957483378,-0.000238196234474573,5.58871171668343e-05,0.000416055837683377,-3.45481242874836e-07,-0.000397580993288067,0.000210476782380838,-0.000178954917238716,0.00188003361419338,8.51265278929376e-06,1.20661660687858e-05,3.60046539395028e-07,-0.000300689202266438,-0.000242709131543993,0.000280255885963822,0.00407545182263263,0.00450617904044786,0.210022724123302,-0.0191684014733208,-0.702106122994163,-6.37939048918395e-14,0.00330959213415787,-0.0066499711564559,0.00357968435678383,0.00102037820690867,0.000594546307693656,-1.69752942136858e-05,-0.0005508087152667,0.000123236459494227,-0.000278540873484781,8.97612575305894e-07,1.35354256934648e-06,-6.975563266237e-06,-0.000432096079490514,2.40556947681516e-05,7.2036922082974e-18,1.77864985647561e-15,-1.15923760359711e-15,-0.000399755594308448,0.000112556814639433,0.000141092052809888,2.16674327717653e-15,-1.00305518739587e-16,4.42791976114179e-05,3.91151442706706e-05,-0.000389400049024836,-3.08553491353728e-05,3.12475512805688e-14,0.478308931883122,1.45046274414516e-14,-1.80950291735783e-15,8.46159772964927e-05,-3.1119954160849e-15,4.39454705037705e-15,-2.46773520630374e-15,7.26190518036974e-06,2.24137944512038e-16,-2.96335943545793e-06,-3.39420532907061e-16,1.91433867022659e-06,1.85611884129032e-16,3.76984062293357e-06,4.85533451312386e-16,-2.5183256985503e-16,1.37272043125021e-15,-2.80373320978104e-16,-2.61162765861256e-16,-2.62933139431057e-15,6.48739466017027e-16,-2.1363156026188e-16,1.41432652535048e-07,2.84285970951939e-09,2.34198129313311e-15,8.8804438020437e-16,-8.70615262206365e-17,3.14411708215221e-15,1.07609840018011e-15,5.45548036115767e-15,5.43774383733385e-14,-0.0953462589245562
"t13",-0.0663214246569047,-0.0558330868866162,-0.00312746952811542,0.0901699251957691,0.121967145160808,-0.0699785191403681,-0.0144142315804198,-0.00953720622252934,0.0018437689422894,0.000872089204093277,0.000162898550840165,0.00269978846300763,-0.000645645065402509,-0.00958364648199066,-5.68201870583271e-05,0.00213557896698256,-1.20640184819434e-05,-0.000240928506763273,0.205033913617639,-4.19687340437462e-05,0.0129522277330862,0.0028178524751917,-2.2802862343633e-06,1.48877094199602e-05,9.40373091631251e-16,0.0044075749210324,-0.00450648705870102,-0.155499180508461,-7.23790782230964e-05,0.0330339145601158,-0.510240142464412,0.732506369831706,0.0541526775809064,0.266232611585922,-4.81242827366794e-06,-0.00526942837874889,0.00941703565327324,-0.00817053204469944,0.122062962415706,-0.000101270231327311,-9.20864683348163e-05,3.00722290811267e-06,0.000273589814571434,0.000181875851946599,-0.000162255875084393,-0.00226735675759037,-0.00377610437884522,-0.031411284943723,0.00249208988227031,-0.00948445223244289,3.15962270696967e-16,0.000337681997850797,0.0016389904891496,-0.0036927284421308,-0.000383074293887891,-0.0244755202978474,-1.86745951505068e-05,0.00271492935473316,-0.00094721904557012,-0.000100785161315936,0.000179656956531485,5.34578100899158e-07,-0.000198322034682919,-0.0036665626766558,0.000177275432164531,1.42581591421206e-16,-6.33282093245539e-17,-4.62686247222015e-16,-0.000135845518643616,3.79498744728594e-05,0.000673890239869878,3.4407441022667e-16,-2.39957376405229e-16,7.01153763478248e-05,5.63566319521915e-05,-0.00012919213501185,-4.06889526591754e-06,2.3030757516543e-15,0.000974313340839626,5.00747849870278e-16,3.08382528264281e-17,-0.000159420114405014,3.288378794848e-16,-4.77443909037008e-16,1.23733401987449e-16,-9.01460682883032e-06,3.28057327884769e-16,3.36633719269035e-05,3.73847053229597e-16,-2.71823002830482e-05,1.63867706582298e-16,-0.000620056202817978,7.04896128827075e-16,1.28627528749773e-15,-6.54926761625466e-16,1.14920167919359e-16,-1.63890246482973e-16,-2.73152196347409e-15,1.20690173012505e-15,-1.16506618510696e-16,1.50678447329636e-05,2.25310488218422e-08,1.38671401126709e-16,1.47989880154424e-15,-1.0838180537128e-15,1.2585735677039e-15,1.08863125073395e-15,4.39495281464796e-15,5.40091334708548e-14,-0.0953462589245578
