"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104"
"t1",-0.0564941309465614,-0.0134525307051325,0.0347669060367729,-0.00238535034530386,0.00450362130962794,0.166795765329992,-0.101622918004025,0.00877814013994147,-0.027191071906949,-0.0247776896359761,-0.00696950638347888,0.0468465662582532,0.0932548605437364,-0.0476989078445855,-0.00152622980606642,-0.0243495248517369,0.957714467141344,-0.0478656572845569,0.000534363666651759,0.0715132937338016,0.0174072431426782,-0.00049547708627365,-0.0749833792502762,0.0137013129188703,-0.00149876930426458,-0.00109733524324836,-9.07192585747799e-05,-0.0211810662329579,0.0173146534475859,-0.00233972165421416,-0.000112282604566849,0.00299991958234746,1.55422965648286e-05,-0.0237573718000022,-0.00134319036154833,-9.19646373159327e-16,-2.41597139821584e-05,0.00695361914625119,0.000761433634546558,0.00655632611527803,-2.1856152001395e-16,1.31945872964472e-16,-0.000805512987375197,0.000481700908106512,0.000461377013137504,8.86641742610292e-05,-0.000278951075332821,-2.06608539134376e-17,2.45570092481899e-18,2.59756307249687e-16,-6.37170004214914e-16,-0.000110322818502436,3.44754301730655e-05,1.79500533400388e-05,0.000260849443480199,-0.000101640412597295,-3.13328911460828e-05,-0.000101061873590615,0.000125531587897329,0.0158298507718169,0.00704645906735231,3.4935463799401e-16,-0.000554241291287986,-0.00412257688042304,2.76942485140536e-05,8.50530471531752e-05,-3.62061505741846e-05,-1.87956473838473e-16,-5.83666888887357e-05,-9.29550579161288e-05,1.36399310980562e-16,1.06065516891725e-16,5.91717595737591e-05,3.81916478001218e-17,-0.0010142531352027,9.22869771870635e-07,-7.71294323452064e-05,-5.86697960885613e-17,4.70505719843023e-18,8.56201986463341e-06,-4.53356245872758e-18,-4.13047776500282e-16,8.64603624036583e-17,-1.30731881854435e-16,4.97765630893001e-05,4.5847515065561e-16,-2.02954578972227e-16,2.07769968158128e-05,2.98038463684383e-17,2.95515844163314e-16,9.36917231876008e-05,-2.81988253745647e-05,4.70216136523755e-16,1.37521671891558e-17,-8.02483079986871e-15,4.18150499045779e-16,-3.71369981784693e-06,2.64646160577556e-05,-2.19482886224643e-16,-6.71948448843637e-16,-1.22271647012882e-14,2.9244283538131e-16,1.22470673689192e-15,-2.21073111336483e-15
"t52",-0.0645149000811848,-0.0162115201619516,0.0424458966343084,-0.00329530123324549,0.00634028886230392,0.440461485776757,-0.303664333531314,-0.0508607185022593,0.0802260363127733,0.0546099575625436,0.00859133797463122,-0.0456074717256304,-0.0450271650284132,0.0167289449546931,0.000454851171324336,0.00482396821964738,-0.112256803376617,0.00402104798195946,-2.20354074941561e-05,-0.00115100617501283,0.000453943839592764,-1.94355987107861e-05,-0.00428594249625207,0.00117466611171248,-0.000142473314415222,-0.000117072535022161,-1.22693770986657e-05,-0.00304895995674704,0.00261512012118127,-0.000355040210519992,-1.79167182424315e-05,0.000504659044325241,3.08844735401513e-06,-0.00488497265118693,-0.000276757869056043,-5.3906403317768e-16,-5.14255327373181e-06,0.00148845770145848,0.000166618308905704,0.00156107258300972,1.26514923691444e-16,-4.11836615953268e-16,-0.000200344291303573,0.000121252626868774,0.000117128891597831,2.2600923658485e-05,-7.12343663104954e-05,-2.82505517844974e-15,-4.30185995855139e-17,1.05011968504756e-15,-1.08187185515734e-15,-2.92976267219722e-05,9.18658371887027e-06,4.8392438478532e-06,7.05729632272481e-05,-2.76876946324641e-05,-8.53908777181516e-06,-2.75461656142185e-05,3.42170566452947e-05,0.00431343605435449,0.00191916200768733,2.83597364596471e-16,-0.000149086606680801,-0.00105456304506129,6.58266314634507e-06,1.80488485380872e-05,-7.31944124615982e-06,-3.6730913091086e-15,-8.73694579822013e-06,-1.05600442538384e-05,-2.46366351702617e-15,2.25216188751897e-15,6.47637568058904e-07,-2.53287063149414e-15,0.817791235258938,1.31168654813717e-06,-0.000105398687266817,-1.78222782900763e-14,-1.73345530932856e-15,3.6896117297328e-06,3.39810835681924e-15,-4.27098883430826e-17,1.31964267839014e-15,-1.68604574809301e-15,2.02354572435216e-05,1.29261480062621e-15,2.59602582230494e-15,8.39486246271755e-06,3.84930051917331e-15,-1.7087585083775e-15,3.74367721647184e-05,-1.11609801838081e-05,1.33527402962998e-15,-6.4033981981898e-16,-6.27622953608409e-15,-7.60370213795038e-16,-1.45383416318709e-06,1.0360169629754e-05,-2.40685821608505e-17,-4.59063719577916e-16,-6.01419692471444e-15,1.03137482130413e-16,1.262610993668e-15,-2.66599063246577e-15
"t57",-0.0645829964716627,-0.0162344501108614,0.0425094036671036,-0.00330251292124277,0.00635475933136801,0.442346184521771,-0.305032931273042,-0.051200565913892,0.0808079036373623,0.0550258217285462,0.00866527044312467,-0.0460233902705791,-0.0455222012431,0.0169290773271736,0.00046052057883793,0.004890015356477,-0.113950985182883,0.00408469242508241,-2.24094209350564e-05,-0.00117147308497842,0.000462771594945867,-1.98256294736775e-05,-0.00437601143553846,0.00120147714115596,-0.000145823569728465,-0.000119936281189044,-1.26043158676944e-05,-0.0031353991283394,0.00269171512606311,-0.000365474052985284,-1.84637794673261e-05,0.000520780256840704,3.20776127943699e-06,-0.00508374137442692,-0.000288056732018081,5.12432836536133e-16,-5.36453959155694e-06,0.00155337522931354,0.000174201923465922,0.00164852347473926,-2.05108395442046e-16,-7.67608053085032e-18,-0.000213402043909723,0.000129565493685457,0.000125479431894351,2.42445435050149e-05,-7.6461857935006e-05,1.33062990677158e-15,8.1720279034058e-17,-1.06420993638616e-15,-5.04495741766404e-16,-3.20750640717187e-05,1.00852117492319e-05,5.38083757962551e-06,7.89254862162403e-05,-3.16515069680098e-05,-9.80564497399364e-06,-3.17211207166556e-05,3.94565445271188e-05,0.00502374272689488,0.00224560488303489,2.61409553103108e-16,-0.000182738747570934,-0.00142827557136994,9.99857571271774e-06,3.21230925793624e-05,-1.38928369283788e-05,-3.50000141074758e-16,-2.41130610756717e-05,-4.0189737726568e-05,2.17753094114289e-15,-2.46079408418273e-15,2.87221630023502e-05,-1.53432331677331e-15,-0.406949452647382,-1.93956742669091e-07,1.41045413541427e-05,-0.707106781186539,6.74670260191363e-15,2.5323442088999e-06,-1.48798563290086e-15,-8.65230868589885e-16,-3.74675047970424e-15,6.6820815523263e-16,1.56900500548427e-05,6.97953183933554e-16,-5.17043929007948e-15,6.60230105810323e-06,-1.7751547826383e-15,6.89248472176955e-16,3.02699677049372e-05,-9.27398337034498e-06,2.76268332795333e-16,3.7410553018749e-16,-8.99974539336768e-15,5.99181708003049e-16,-1.27919613497037e-06,9.12823923890235e-06,-7.43546641690859e-16,-4.99219075002274e-15,-1.201068079098e-14,-1.63425416441059e-16,8.3073074016263e-16,-1.73749962110345e-15
"t58",-0.0645829964716626,-0.0162344501108614,0.0425094036671036,-0.00330251292124276,0.00635475933136797,0.442346184521771,-0.305032931273042,-0.051200565913892,0.0808079036373621,0.0550258217285461,0.00866527044312476,-0.0460233902705789,-0.0455222012431009,0.0169290773271737,0.000460520578837973,0.00489001535647686,-0.113950985182883,0.00408469242508245,-2.24094209352297e-05,-0.00117147308497798,0.000462771594946275,-1.98256294734223e-05,-0.00437601143553942,0.00120147714115568,-0.00014582356972856,-0.000119936281189106,-1.26043158675087e-05,-0.00313539912833938,0.00269171512606394,-0.000365474052985592,-1.84637794677849e-05,0.000520780256841179,3.20776127873514e-06,-0.00508374137442816,-0.000288056732017731,-1.75862437199552e-17,-5.36453959156977e-06,0.0015533752293141,0.000174201923466501,0.00164852347473913,-5.5527269909029e-17,3.05655621669959e-16,-0.00021340204391046,0.00012956549368513,0.000125479431893617,2.42445435045484e-05,-7.64618579363475e-05,1.48665319565407e-15,-1.82541834120323e-16,-4.55643110089231e-17,9.78692830193759e-16,-3.20750640701743e-05,1.0085211749222e-05,5.38083758127408e-06,7.89254862162477e-05,-3.16515069671261e-05,-9.8056449734714e-06,-3.17211207179921e-05,3.94565445267517e-05,0.00502374272689294,0.00224560488303309,-4.047184668824e-16,-0.000182738747570131,-0.00142827557136794,9.99857570966364e-06,3.21230925764752e-05,-1.38928368951163e-05,3.60929380932138e-15,-2.41130610775828e-05,-4.01897377315592e-05,4.04574246646302e-16,2.93623343553711e-16,2.87221629972989e-05,3.72092411571386e-15,-0.406949452647352,-1.939567381416e-07,1.41045413820113e-05,0.707106781186556,-5.24253567982171e-15,2.5323441927456e-06,-1.5802267676395e-15,3.91548962114351e-16,1.77650062481429e-15,9.37251922570163e-16,1.56900500519965e-05,-1.56618235665645e-15,2.22826283794142e-15,6.60230106069109e-06,-1.58952136247108e-15,1.88154506613395e-15,3.02699677027748e-05,-9.27398336763062e-06,-1.02266019292799e-15,3.83251870058126e-17,-8.76555772411081e-15,1.11377350333326e-15,-1.2791961363643e-06,9.12823923324068e-06,-2.06281950756572e-17,1.36383606595629e-15,-1.59103391649759e-14,7.53715577512312e-16,1.47704165194642e-15,-1.56591705000929e-15
"t7",-0.11687030443384,-0.0518288033991326,0.170502102309864,0.00661754005642575,-0.00993345230767999,-0.0267946396337464,0.0112464224158959,0.00550944624318143,-0.0369476821288601,-0.148487047713803,0.00500989235381928,-0.0211633360039352,-0.0430214581783188,-0.000229028103206924,1.98183738433485e-05,0.000229967152858897,-0.000849064036487148,-3.19429059511278e-05,-2.84141168309253e-06,-0.0410914599878986,-8.54690055978501e-05,7.58518727944434e-06,0.00261130706772569,-0.0012878294186315,0.000192948894784366,0.000213796127265705,7.25360307548783e-05,0.041104676583134,-0.921061835354092,-0.0883864885567365,-0.000234898128398674,0.00338103175846903,8.89670544354142e-06,-0.0129633097474351,-0.000731359160449628,-5.09064400575093e-16,-1.28903208620609e-05,0.00370767528867477,0.000409407415847313,0.162734008497747,-3.74166539971036e-15,-1.12931445164443e-15,-0.000240088956866003,0.000162983673155476,0.000166611351130837,3.29168543958249e-05,-0.000104791377499306,-9.27288980185445e-16,7.31578517425514e-17,-5.39019348718935e-16,-1.40992810163265e-15,-5.50602984601237e-05,1.78814363229463e-05,1.13558718751898e-05,0.000183480714557985,-0.000129019999903124,-4.81865927029031e-05,-0.000179555770747457,0.000241256566311677,0.0794699004895193,0.160447093363888,3.71045402197713e-15,0.000317606277835995,0.000510939697951379,-9.40460636092891e-07,0.00103372559501332,-6.51702074472077e-07,-3.03992459335128e-17,-2.59006114121091e-06,-4.9422437003915e-06,5.80882832141219e-17,3.24454815497362e-16,3.88961286428099e-06,6.19613252365536e-17,-3.80351726835316e-05,9.87321755738528e-08,-0.00306520906832159,1.12574454822806e-15,-1.16387465290294e-16,9.2236747954198e-05,4.51718973991937e-16,-1.76007890482964e-16,-3.33149074893655e-16,2.1633569806392e-17,7.79868849309763e-06,5.86328970183712e-17,-4.90963343799894e-16,3.31252921025132e-06,-5.33659869767914e-16,4.59248266741443e-16,0.00222455352471375,-4.83801393874448e-06,4.28489892155635e-17,2.47019554398163e-17,-6.24283610917153e-15,7.70306942057994e-17,-7.07800129539418e-07,5.05881536228619e-06,-2.88895061276416e-16,-3.45169470944117e-16,-1.33199506094168e-14,2.44581139323946e-16,1.2103753677941e-15,-2.07414603882925e-15
"t53",-0.124396173856029,-0.0564533215781654,0.186720561947481,0.00760341548208491,-0.0114917137076155,-0.0367157289434057,0.0157659649762283,0.0101320439108307,-0.0746282836483166,-0.320561254910607,0.0134711207312764,-0.0657384774860382,-0.349781239861125,-0.0268144631333848,-0.000365987762451418,-0.001050502732661,0.00197871721293998,5.80346335540686e-05,3.75591629082239e-06,0.0448446338206466,6.62545873707246e-05,-5.24048182216736e-06,-0.00152716033215125,0.000559094158056846,-7.50963094309202e-05,-7.17896104103314e-05,-1.56373365385159e-05,-0.00747041911431765,0.142814795638144,0.0134722792982235,2.91076622904745e-05,-0.000315720200025401,5.80007107677755e-08,-0.000358373834532501,-2.11591272019318e-05,-4.76089029658806e-16,-6.34730316224469e-07,0.0001956380405893,2.72844206063365e-05,0.0196329265240563,-4.15414799799405e-16,-7.56434065429099e-17,-3.57981735390313e-05,2.55920013807735e-05,2.71023959412363e-05,5.44392155937254e-06,-1.74570442611442e-05,-4.72559252324872e-16,-3.4563752845677e-16,-2.29623537472298e-15,8.02380201610032e-16,-1.06429422860205e-05,3.49948804619091e-06,2.31946251114926e-06,3.79821563636706e-05,-2.75199996518756e-05,-1.03111796920475e-05,-3.84843791505687e-05,5.17440843916864e-05,0.0171006332124607,0.0345469053490417,-6.63733833470374e-17,6.7350304394179e-05,9.830672131845e-05,-1.54414105316848e-07,0.000129397783631219,-7.17899527409496e-08,2.71415673095803e-15,-9.15906028213999e-08,6.23738474894376e-08,3.2247183671008e-15,-8.84998791991612e-15,-5.26604604522247e-07,-1.54131099450724e-14,6.19113468948879e-05,-3.35092168159831e-06,0.815789445068523,-1.60342287885447e-14,1.81251494374973e-15,5.10558079325975e-05,4.30768760113639e-15,7.71765737208309e-16,1.23658532347095e-15,5.46193910027245e-16,4.11473812242528e-06,-4.76834687765915e-15,5.75175278321183e-15,1.79770207399467e-06,-3.89684236668346e-15,1.50192063840081e-15,0.0955348558911868,-1.94081857971191e-06,2.52043065231579e-15,-4.46072873585173e-16,-2.02515955394222e-14,3.49339996840886e-16,-3.06083144178625e-07,2.18888964995642e-06,-6.32230935015005e-16,-1.84722808290787e-15,-1.31951684180762e-14,1.44311809247099e-16,1.00980218331608e-15,-6.18970616476847e-16
"t69",-0.124511789329813,-0.0565237549049216,0.186967087104096,0.00761814864074225,-0.0115149464689716,-0.0368562251825363,0.0158295780628682,0.0101932663933547,-0.0751190227512013,-0.322778121902087,0.0135768637593823,-0.0662865714270941,-0.353325910149688,-0.0271113830432538,-0.000370219130855491,-0.00106391285314121,0.00200672202786043,5.88986354794246e-05,3.81615786759572e-06,0.0456005963013615,6.74840701525982e-05,-5.34107693140394e-06,-0.00155797087331003,0.000571429280501207,-7.68076688552855e-05,-7.3497415854686e-05,-1.60567697204613e-05,-0.00767929043032547,0.146953704925523,0.0138641662154801,2.99908647588579e-05,-0.000325791147496537,6.02876952937735e-08,-0.000373353435215935,-2.20468829942146e-05,5.57401700750966e-16,-6.63090540084721e-07,0.000204481833817846,2.85788949420382e-05,0.0208138385244237,-5.10797256536801e-16,-6.02156402992423e-17,-3.83634076974149e-05,2.7537102590385e-05,2.92585538879168e-05,5.88719520324883e-06,-1.88936239939262e-05,1.82470560015154e-15,-3.4123604143075e-17,5.70613385053662e-16,-9.37579155947585e-16,-1.1827806447855e-05,3.90389263040748e-06,2.63432584966633e-06,4.34966621930156e-05,-3.25501470213261e-05,-1.22789250412822e-05,-4.60244486873966e-05,6.2009747951639e-05,0.0208086529266209,0.0423414510172698,1.73946520770638e-15,8.89102332378368e-05,0.000154044890537494,-2.99658990771041e-07,0.00034862285556605,-2.24065502968341e-07,-2.14900863027086e-15,-9.70222325483066e-07,-1.94511507745169e-06,-9.32853778671909e-16,4.54720463285239e-15,1.71623181583053e-06,7.02496496598936e-15,-3.85468052048152e-05,1.32419074255981e-06,-0.314236469609915,5.03121771653774e-15,2.70416001954239e-16,1.16697709606625e-05,-4.1764383551428e-16,-4.55345173778752e-15,3.29136566980694e-15,-5.0252741790761e-15,-6.12624371960769e-07,2.052655143285e-14,-1.03548816872811e-14,-7.91838986235274e-07,1.96172609212664e-14,-1.07201910132526e-14,-0.754717659991527,-3.69462341468888e-06,-7.50506064687486e-15,-2.23326030011566e-15,7.12581035844373e-15,2.64920811193686e-15,-3.21986773354638e-07,2.29250211596431e-06,4.33488826608807e-16,-5.00793846804623e-15,-9.97785666903332e-15,9.44520789698828e-16,2.63969009552172e-15,-2.77777352455998e-15
"t70",-0.124751101606014,-0.0566691143636168,0.187475521086877,0.00764836273432807,-0.0115625547656162,-0.0371395376175301,0.0159576222663349,0.0103144129074392,-0.0760858156139637,-0.327133358880528,0.0137830401275366,-0.0673510832800543,-0.360114498969795,-0.0276759824018779,-0.000378235723743408,-0.00108909409558755,0.00205878455813311,6.04965205573473e-05,3.9266774614044e-06,0.0469797267549574,6.97015910537522e-05,-5.52174973752974e-06,-0.00161295618323626,0.000593179891149627,-7.98116756939499e-05,-7.6476767270629e-05,-1.67753291178001e-05,-0.00803476566577004,0.153956606047608,0.0145268217578368,3.14737981942893e-05,-0.000342555984651224,6.39480827273535e-08,-0.000397051348437564,-2.34502540160105e-05,2.747197228632e-17,-7.0734446594489e-07,0.000218248091722637,3.05731945076459e-05,0.0225371539208514,-5.62002922560092e-16,-9.41278655946079e-17,-4.1946546861339e-05,3.0212455778964e-05,3.21882418295805e-05,6.48572287918438e-06,-2.082777569259e-05,-1.51897296537442e-15,2.20384504849268e-16,1.84912492796673e-15,-2.45016991812156e-15,-1.32906721692782e-05,4.39759465951066e-06,3.00003365245394e-06,4.97662598328754e-05,-3.78538881768026e-05,-1.43239576251486e-05,-5.37915893484363e-05,7.25400173919632e-05,0.0244992238726534,0.0499947165316169,1.14348450224153e-15,0.000107666169087431,0.000193942146512125,-3.88530313314802e-07,0.000464084606314503,-3.00615889512195e-07,-1.21220979397501e-15,-1.33928047776812e-06,-2.71910239160397e-06,-2.53146053741089e-15,4.65598192339478e-15,2.45253763692482e-06,7.9002029648034e-15,-5.82820875221166e-05,2.04309433170104e-06,-0.485383853782732,1.0669570141923e-14,-1.89445278600389e-15,3.19587750197855e-05,-3.62434250904642e-15,3.20684196406092e-15,-5.0092373942277e-15,4.69917774424038e-15,4.68291676570989e-06,-1.47735983131722e-14,4.48111909513376e-15,2.47812810816234e-06,-1.50887402748824e-14,1.02483245629231e-14,0.649032297871333,3.41205768696866e-07,5.84001909410275e-15,2.39012629444223e-15,-1.1147766737496e-14,-1.9867683945588e-15,-1.77802178960982e-07,1.28682118675512e-06,-5.25927294314544e-16,2.69433457236556e-15,-1.07267986043064e-14,-3.56620969523117e-16,-3.06720016233561e-17,-2.56011994537764e-15
"t6",-0.114486932803367,-0.0504949280704702,0.165933594132149,0.00640223162725459,-0.00960815562808258,-0.0285028057609703,0.0125033967570293,0.000949924880846656,-0.0112072343055704,-0.0491229819020506,0.00159353247077505,-0.00584539757308876,0.0143129836424284,0.00305720530323223,5.5797330477408e-05,0.000259934894687767,-0.000704273249802061,-2.39376844808668e-05,-1.87549461533376e-06,-0.0250898456550394,-4.49903729113577e-05,3.78235180082954e-06,0.00119783825717323,-0.000499281170552996,6.98098770429423e-05,6.99271803634317e-05,1.64104640101864e-05,0.00779423490756453,-0.144709735800106,-0.0135858364072767,-2.68248644378468e-05,0.000221875021354766,-1.48526974112431e-06,0.00311873827783276,0.00017955235394084,-6.42224308130162e-16,4.27553261305242e-06,-0.00129221119974043,-0.000172695033187541,-0.178966076858782,4.17625221538903e-15,3.17432811357165e-16,0.000196388187287206,-0.000162612588539592,-0.000186497992425703,-3.88170106554225e-05,0.000126417061113791,-8.692655389943e-17,4.97964941624971e-16,1.7087349785811e-15,1.34674857283649e-14,0.000112210741337497,-3.85423160128527e-05,-3.08398272997297e-05,-0.000546620710468727,0.000522204087802848,0.000206306306164458,0.000795483743617673,-0.00108632548154053,-0.401428256576204,-0.853112800105417,-1.89304408539131e-14,-0.00266544084324909,-0.00986798545518212,5.29348680377205e-05,-0.0177018902208806,-5.93488948747816e-05,2.7555817480299e-16,-8.73414150987451e-05,-0.000134762027601437,1.52756527957199e-15,-2.79211371076375e-15,8.18582417900483e-05,2.46927310591953e-17,-0.000547576248910641,1.191323763683e-06,-0.011650963307959,-1.31017993476976e-15,-1.08475279316551e-15,0.00244793218974791,1.79780537900232e-16,1.30707648569169e-15,2.08765265743255e-16,-6.23348173790212e-16,4.53519355093657e-05,-1.0890940257074e-15,2.61732303196533e-17,1.86557435281245e-05,3.46445350486045e-16,-1.54737754050858e-16,0.00507599747579495,-2.35337112692021e-05,-4.42982838932209e-16,3.14730209080167e-16,-6.44189562803987e-15,1.12236747782749e-16,-2.76665836784718e-06,1.96471282615026e-05,-1.2360473272118e-15,-8.53685455847316e-16,-1.07484447796289e-14,-4.85545266528779e-17,1.21458064752989e-15,-2.34572667350242e-15
"t28",-0.130415370807617,-0.0605584697995005,0.201475897273672,0.00872489952439574,-0.0133233537383461,-0.0679537317569119,0.0328882993901193,-0.0139751049777308,0.052029278990769,0.154553867492808,-0.00248069140759576,0.00692773349186869,-0.00752111134396198,-0.00108199005212665,-1.59273666233579e-05,-4.01169144353581e-05,3.16762389582201e-05,-3.71423553455432e-08,-1.19753790625958e-07,-0.00256589276882144,-7.70795023845804e-06,7.35756398292409e-07,0.000273058143731602,-0.000143369965191314,2.15460127675398e-05,2.35974720472187e-05,6.92752970703123e-06,0.00353686575961932,-0.0698249068869934,-0.00659682953783362,-1.39934594466436e-05,0.000126037747152362,-1.24964924606184e-06,0.00298034674453555,0.000173077587265728,4.68637872694534e-16,4.81459333187384e-06,-0.00150144387053214,-0.000230938417723945,-0.912134641540421,2.16946765652296e-14,3.23999925234525e-15,-0.000872757592268894,0.000437281680826775,0.000382191508018726,7.08596903423967e-05,-0.0002197552769423,6.12509298419872e-15,-6.28404414973606e-16,-1.88429677600885e-15,-1.24451779561053e-14,-7.93310711776794e-05,2.52507324919566e-05,1.51697408784717e-05,0.000242250764974768,-0.000169606227256848,-6.36130977352658e-05,-0.000237813463431694,0.000320085981520957,0.107076597385445,0.218059624843757,5.8983276698924e-15,0.000487012125964283,0.00116827388541049,-4.68761448551109e-06,-0.0195635559708911,3.49507545962727e-06,-1.47025296178054e-15,4.03875761107681e-06,5.48032859750916e-06,-6.48973874008057e-16,5.7344783528135e-16,-2.62053616323457e-06,-5.01443807471851e-17,8.10988700610289e-06,-1.18468072679588e-08,0.000112881460891088,2.97968072888057e-16,2.94172740144134e-16,0.00369661462330668,1.12795527885265e-15,-7.50028671714148e-16,-6.46068219555523e-17,2.41209088523184e-16,2.8534285970531e-06,7.44135532978658e-16,-5.0412751626716e-16,1.24882655453039e-06,5.36179687093787e-16,2.94835336039288e-17,0.000386152179704087,-2.05319265521274e-06,7.01158902683983e-16,-4.34770578252984e-16,-2.7970247645781e-15,7.26969931603092e-16,-3.385868420542e-07,2.42687663018027e-06,9.48576963554982e-17,-1.80860508893664e-15,-1.26300961665475e-14,5.14622049710902e-16,1.26771073434516e-15,-2.18578342013327e-15
"t62",-0.137940684388608,-0.065358386916165,0.218465159822458,0.00985599712252419,-0.0151372017492983,-0.0883157937908689,0.0434785972511989,-0.0222434678335114,0.0876802257727073,0.270679976943037,-0.00487755192803749,0.0145681064820173,-0.0214283022727375,-0.00380946495223448,-6.40465296165934e-05,-0.000250746000132219,0.000577018497821176,1.82043216395735e-05,1.2856798693471e-06,0.0161053411359561,2.56299240662367e-05,-2.07060003233867e-06,-0.000619726911319248,0.00023478875805906,-3.17736629854586e-05,-3.05267652708542e-05,-6.44060282922591e-06,-0.00295936624468178,0.0534848922861945,0.00500788170441442,9.60214817617716e-06,-7.69632278712354e-05,4.75196906532595e-07,-0.000996910898083198,-5.74165405938749e-05,-3.22191344671856e-16,-1.38971286603201e-06,0.0004222780940219,5.82756421299603e-05,0.130283976412247,-2.64083641702026e-15,-6.41443689533483e-16,7.54902785788569e-05,-3.09976501621209e-05,-2.28358207507388e-05,-3.85386515214914e-06,1.14287976123613e-05,2.56612628273006e-15,-3.1553161376408e-16,1.88727861931994e-15,1.01968296577713e-15,-1.235031263364e-07,1.65210922899386e-07,3.75448976998581e-07,7.48629695279719e-06,-7.85264600702342e-06,-3.07064947665639e-06,-1.17333800213254e-05,1.59436938998976e-05,0.00562211184948945,0.0116309098273215,2.9269586055183e-15,2.4540164766148e-05,-1.04413644940733e-05,1.02474691066422e-06,0.552705774876534,6.10430930592444e-06,1.49487423337449e-14,2.18303068766363e-06,2.52695535912715e-06,3.87947987608979e-15,1.05477782636157e-15,-1.02862724232282e-06,-1.72037770103558e-15,2.67823577804625e-06,-3.79922333042338e-09,3.61507841947218e-05,1.46285477968746e-15,-7.39373792780111e-15,0.0386412436317803,-0.707106781186545,1.48392989764864e-14,7.46441200056403e-15,-3.35679724355168e-15,8.07668169484036e-07,4.43953127193363e-15,1.48999742919055e-14,3.55396864228258e-07,9.236897500281e-15,-6.76444095922394e-16,0.000111205853176149,-6.00374447071546e-07,-4.48711580585796e-16,-2.04258094420705e-16,-1.94116234588163e-14,-2.05485967788074e-15,-1.04788925223977e-07,7.52632242036903e-07,1.34851653900951e-15,-7.22692780108052e-15,-8.56478656454069e-15,-6.61842745135451e-16,9.42375072352082e-16,-1.28470740978784e-15
