"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108"
"t85",-0.159148425595551,-0.10999081721026,-0.0307545360182891,0.000645868633114069,-0.00379208459809235,0.0152452061202841,-0.00203079446545916,0.00507114106274508,0.0012569268969618,0.341037543914969,0.111233761583993,-0.0582994000690248,-0.000334272780699751,-0.000262319852410064,-4.01155860047307e-06,-3.48042160743353e-05,-0.00433679854086366,0.0320488062910025,-0.00157051410402892,3.74253953734335e-05,0.0011542237344014,-0.0141578473275317,0.026426043848763,-1.15097278183672e-05,-9.31456176485444e-05,5.19669321735925e-05,-0.00490672123642691,-6.90612940165294e-05,0.000119644964687698,-0.00101588067439085,0.000425339726202272,1.85771581724125e-05,0.000156453019668183,0.352216784170119,-0.0352191375805722,0.000879168824146666,-3.64749606738895e-06,1.6974357681127e-06,5.43036796181173e-15,-3.10886241791641e-16,6.37171562361107e-07,-0.00147008651994994,3.40954455502911e-16,-2.24431796946062e-06,-1.99549721837274e-06,1.53957104322793e-06,1.67503443789684e-06,1.02322891547114e-15,8.95363633695007e-16,-0.00272584098875922,1.83031404359426e-06,0.000176426245228779,2.93168178082349e-05,-7.07674283902923e-06,1.16412851982476e-06,7.30615187808527e-05,-0.000120983567515981,-2.2493753641118e-06,2.55468895030763e-05,0.000429777909195932,-0.117854550129296,-0.000285131230093861,8.12828937151158e-05,-4.27615134924069e-08,-4.43986161526168e-06,-6.61844763378019e-09,-1.03463794008655e-08,2.09540512941188e-15,7.1481724625359e-06,-3.87221539586785e-07,-1.779615849866e-15,1.71260582824444e-05,9.0205620750794e-15,-8.54185159884764e-08,-4.34056076891038e-07,-7.13019185476413e-08,4.32820342104433e-07,-4.33411898919166e-08,-8.20247664482688e-07,-4.16948656806897e-15,-0.000119953658443013,1.26755761861492e-15,-4.91017760303949e-15,1.18155242358209e-07,5.45443942469271e-15,9.10609927267101e-11,-9.49695865340989e-15,-6.90065743587263e-08,-5.61206991703048e-15,3.40338770388441e-14,-7.78607724280168e-14,3.06128809313451e-15,1.82671348336716e-14,3.49876785089678e-15,0.823969140752066,-1.20278551920455e-13,6.54174974086538e-15,2.85439555736309e-15,-9.49802280339098e-16,3.04128267504022e-15,8.22712236171943e-15,-6.60641209864157e-15,-9.74134231134042e-15,-1.37836921458789e-15,-1.48686660579628e-15,-4.57552484503225e-15,-2.88549342576661e-14,-3.86347747799065e-14
"t98",-0.159288193052427,-0.110158632562471,-0.0308445220631209,0.000647979376789746,-0.00380736998352763,0.0153137300286102,-0.00204350778502182,0.00510345013517736,0.00126612782192536,0.344093823816565,0.112428061404006,-0.0591228819583696,-0.000339147967100506,-0.000266579764586388,-4.08660874158489e-06,-3.55010955416202e-05,-0.00442796987628337,0.032726475244671,-0.00160904938370995,3.84021442355854e-05,0.0011902563542933,-0.014618578688378,0.027342694358482,-1.19355467711341e-05,-9.67219654409744e-05,5.40036899782268e-05,-0.00510710520743006,-7.21248357968206e-05,0.000124990530554031,-0.00106202788436801,0.000444939898393754,1.94335891473267e-05,0.000163806461367088,0.369578042676539,-0.0370197399822453,0.000924173795918446,-3.84872513988394e-06,1.79430988058756e-06,3.87265341855259e-15,1.25425197870966e-16,6.79367070586219e-07,-0.00156995610972397,2.18688154090962e-16,-2.40792528732771e-06,-2.14684789721794e-06,1.65717244437275e-06,1.80459220009493e-06,4.99848066393173e-17,-4.01876112004591e-16,-0.00294320724423776,1.98925849686679e-06,0.00019197955186131,3.19294658774901e-05,-7.7191689737316e-06,1.27551398312554e-06,8.03170776979791e-05,-0.000133111048182679,-2.47892912494176e-06,2.81680860131072e-05,0.00047530204742253,-0.130498798860798,-0.000315857890852228,9.08468363152545e-05,-4.80916442920634e-08,-5.01950190575804e-06,-7.50338715488414e-09,-1.17818176966364e-08,4.41340143549658e-16,8.21874761824107e-06,-4.45507758501064e-07,-1.61402323778582e-18,1.97451109002867e-05,-8.04911692853238e-16,-9.95704068298728e-08,-5.22900330009903e-07,-8.61157459212772e-08,5.41886399466656e-07,-5.66998268526614e-08,-1.07652757132011e-06,4.01248061654546e-15,-0.000172192021159367,3.19216115283704e-15,2.96259137608121e-15,1.9171577222992e-07,-2.67673729799568e-15,2.30003989359578e-10,5.88100242668476e-15,-3.61371598921597e-07,5.27145549986563e-15,-1.63223769708594e-14,3.91655796285099e-14,4.33183494927592e-16,-1.06298498286388e-14,-3.00696499007732e-15,-0.400580706721173,5.98425419495872e-14,-6.85732001166353e-15,-4.20906112353925e-15,9.94975096776455e-15,6.885588491825e-15,3.05346815624894e-15,1.1103707212261e-14,-0.707106781186544,-2.51889365804326e-14,1.03985689944586e-14,2.23184838969401e-15,-2.84776718113236e-14,-3.289060641341e-14
"t99",-0.159288193052427,-0.110158632562471,-0.0308445220631209,0.000647979376789379,-0.00380736998352746,0.0153137300286103,-0.00204350778502144,0.00510345013517714,0.00126612782192543,0.344093823816565,0.112428061404007,-0.0591228819583691,-0.000339147967100424,-0.000266579764586784,-4.08660874133166e-06,-3.55010955417046e-05,-0.00442796987628376,0.0327264752446715,-0.00160904938371033,3.84021442360115e-05,0.00119025635429368,-0.0146185786883775,0.027342694358482,-1.19355467704565e-05,-9.67219654406043e-05,5.4003689977622e-05,-0.00510710520743206,-7.21248357968236e-05,0.000124990530552873,-0.00106202788436972,0.000444939898393468,1.94335891462722e-05,0.000163806461366006,0.36957804267654,-0.0370197399822471,0.000924173795919688,-3.8487251396988e-06,1.79430987981869e-06,3.24873045421098e-15,5.89055960170682e-16,6.79367070761663e-07,-0.00156995610972702,3.8522160778474e-16,-2.40792528721899e-06,-2.14684789715307e-06,1.65717244711406e-06,1.80459220062414e-06,6.4445394748129e-16,1.25186116925206e-15,-0.00294320724423747,1.98925849778683e-06,0.000191979551860878,3.19294658769108e-05,-7.71916897432675e-06,1.27551398132366e-06,8.03170776970593e-05,-0.000133111048181689,-2.47892912571589e-06,2.81680860132451e-05,0.000475302047422061,-0.130498798860797,-0.000315857890852096,9.0846836318131e-05,-4.80916463950502e-08,-5.01950190745604e-06,-7.50338663623634e-09,-1.17818161588404e-08,-2.60874344473276e-16,8.21874761705897e-06,-4.45507759155468e-07,5.49381073750532e-16,1.97451109063291e-05,-2.73392419813945e-15,-9.95704064375415e-08,-5.22900329130808e-07,-8.61157475395782e-08,5.41886400551681e-07,-5.66998302423561e-08,-1.07652756880844e-06,-5.29197810783462e-16,-0.000172192021157283,-2.83344068527719e-15,1.82105158375123e-15,1.91715779702098e-07,-3.2094784847696e-15,2.29997095591462e-10,1.5120687639748e-15,-3.61371599117904e-07,2.3300489524417e-16,-1.70353474885477e-14,3.49328543471265e-14,-3.16161469867534e-15,-6.81389726442469e-15,5.02409808731162e-16,-0.400580706721158,5.59263565113857e-14,2.38738184124878e-15,-4.46377837595289e-16,-1.07865864987719e-14,-9.68090929038793e-15,-1.07983472956368e-14,-5.2231178320618e-15,0.707106781186552,2.67756125162459e-14,-9.2911342511598e-15,2.38504800300843e-15,-2.06757141866698e-14,-3.67375730073108e-14
"t90",-0.157928843261631,-0.108509016057207,-0.0299389802214421,0.000626614776829543,-0.00365061447228541,0.0146053186699606,-0.00190790015019802,0.00475813335914778,0.00116607542652471,0.309825431644814,0.0985702367353156,-0.0488851593807944,-0.00027794464981134,-0.000211142035467301,-3.05334708565177e-06,-2.56008578583378e-05,-0.00310050713590982,0.0228294391032094,-0.000994037798078458,2.21154532919931e-05,0.000485492500565492,-0.00518267908233974,0.00701419310757326,-1.56333958372821e-06,-4.06718998936036e-06,-7.55897320344861e-07,0.000736323763294523,3.71198684370771e-05,-6.9575288371919e-05,0.000703376476804146,-0.000340105267914227,-1.4918488561219e-05,-0.000151555830814743,-0.535123613748203,0.0764903131344117,-0.00193414940815337,1.99597407746373e-05,-1.78740833469419e-05,-3.58745070830513e-15,-2.69522796062776e-16,4.05125850170665e-06,-0.00785864453378808,-4.473319443388e-15,-8.72583800436678e-06,-6.86869645527214e-06,5.19930270336822e-06,5.47898446174901e-06,-6.49009496875818e-16,6.90500856456093e-16,-0.00831044663974072,4.7724724117532e-06,0.000449375391969348,7.34649803102339e-05,-1.72623697290963e-05,2.64138613491512e-06,0.000157745536850411,-0.000257948193981891,-4.6800560947315e-06,5.27566218706215e-05,0.000847399254121235,-0.227790787980364,-0.000547175170437057,0.000128046121959774,-4.86231642272442e-08,-9.18710072662866e-07,8.63297373744317e-09,-2.24966554380285e-07,3.09885793060498e-15,2.44785802148747e-05,-1.29560468208932e-06,-6.53114480616509e-16,5.39054477769983e-05,5.03763697423665e-15,-2.27150963345483e-07,-1.00042852881137e-06,-1.63547190447274e-07,9.5620818261647e-07,-9.49019020215587e-08,-1.7963213791355e-06,4.23074125215371e-16,-0.000269547638523976,7.92518651936546e-16,-4.96922453725679e-16,2.83916714947784e-07,-5.81386600095947e-16,3.03189201260263e-10,1.9382961237987e-15,-4.3157028845267e-07,1.07405336546609e-15,-3.50398145631244e-15,-5.62575182081933e-15,-2.7180653467028e-15,-7.09604059714605e-16,-2.27247392011862e-16,-0.00438672387948229,4.06753667868215e-15,-5.8370610673499e-14,-9.5983823967942e-15,-0.707106781186548,-6.6377961299146e-14,-8.93685435529506e-15,-8.51299534086006e-15,-1.05779852595321e-14,2.55303317601311e-15,-7.93346094450071e-15,-7.79255875868362e-16,-2.29050681521175e-14,-3.77765458020332e-14
"t91",-0.157928843261631,-0.108509016057207,-0.0299389802214421,0.000626614776829487,-0.00365061447228538,0.0146053186699606,-0.0019079001501981,0.00475813335914752,0.00116607542652483,0.309825431644814,0.0985702367353162,-0.0488851593807954,-0.000277944649811184,-0.000211142035467215,-3.05334708541162e-06,-2.56008578584172e-05,-0.00310050713590949,0.0228294391032086,-0.000994037798078548,2.2115453292237e-05,0.000485492500566306,-0.00518267908233972,0.00701419310757402,-1.56333958400208e-06,-4.06718999006563e-06,-7.55897319782702e-07,0.000736323763294154,3.71198684372727e-05,-6.95752883705787e-05,0.000703376476805562,-0.000340105267913946,-1.49184885606829e-05,-0.000151555830814162,-0.535123613748203,0.076490313134411,-0.001934149408153,1.99597407746664e-05,-1.78740833472931e-05,-4.50402948685172e-15,-6.66178423067683e-16,4.05125850148791e-06,-0.00785864453379077,-2.50267357467834e-15,-8.72583800495382e-06,-6.86869645450669e-06,5.19930270313563e-06,5.47898446249321e-06,-1.08094987872952e-15,1.93773957947195e-16,-0.00831044663974031,4.7724724127839e-06,0.000449375391970257,7.3464980310884e-05,-1.72623697297653e-05,2.64138613539978e-06,0.000157745536850252,-0.000257948193982029,-4.68005609423943e-06,5.27566218702668e-05,0.000847399254122616,-0.227790787980366,-0.000547175170437137,0.000128046121959378,-4.86231642186367e-08,-9.18710070860055e-07,8.63297592151423e-09,-2.24966553318268e-07,-2.54267718343136e-15,2.44785802159138e-05,-1.29560468269341e-06,6.79899936664509e-16,5.39054477792726e-05,1.56819002228303e-15,-2.27150963014143e-07,-1.00042853009847e-06,-1.63547192257705e-07,9.56208181800805e-07,-9.49018997403317e-08,-1.79632137243225e-06,-1.32345096399424e-15,-0.000269547638517932,3.17081436550222e-16,8.56556366722659e-16,2.83916717486842e-07,2.5982555158368e-16,3.0319071548906e-10,-1.66241799223974e-15,-4.31570295527293e-07,-1.32250537249053e-16,1.76134190143023e-15,4.53972774840477e-15,3.34257534826401e-15,3.10955746083128e-16,6.2197237343989e-16,-0.00438672387948155,-3.30638734545028e-15,5.898592851397e-14,8.8271865061862e-15,0.707106781186547,6.69751885805691e-14,9.84145446920641e-15,8.04231321374963e-15,1.05717633595771e-14,-1.87956514710451e-15,7.47456088410152e-15,1.14032152055768e-15,-2.90494863405995e-14,-3.48690030832805e-14
"t7",-0.143428925782145,-0.0906626495613236,-0.0198266937078021,0.000386132825032995,-0.00185445789050417,0.00639998410011371,-0.000276131750551495,0.000594450722336111,-5.66414123432842e-05,-0.0998790485804389,0.0124461493429352,0.290394270827754,0.00181576159042876,0.00227730790854688,0.000292311592825387,-0.000658016533307971,-0.0225786456185222,0.130085180433347,-0.0202914470066465,0.000294740913672829,0.00339654926049581,-0.0296351696858968,0.0104480049516344,2.85819668954524e-06,0.000306939408142985,-0.000322630982981783,0.412996079515331,-0.000247910977992336,0.000284785243016599,0.787846406801297,0.177721213945803,-1.05872051230014e-05,0.000443881655564408,0.0191276216248832,0.0756183955458984,-0.00196394792101018,4.10280875998177e-05,-4.14276823898292e-05,-4.26385430584583e-15,3.23391261092405e-16,1.15942437018766e-05,-0.00787260916706986,-1.20364047366199e-15,-3.38816564022391e-05,-3.30488978788998e-05,2.66925865917022e-05,3.27787297014798e-05,6.95299926360862e-16,4.46031020344056e-15,-0.138823267905319,-4.15046675694019e-07,9.33636538282246e-05,2.59571970069462e-05,-8.95399859860495e-06,1.74960528677431e-06,9.23471973444278e-05,-0.000141144985021059,-2.11769836963505e-06,2.20657793475054e-05,0.000130528752808491,-0.0030692944564044,2.23082226772238e-05,-0.000281479162659411,3.81991193400767e-07,9.57965432715258e-05,2.8235711282852e-07,-2.92165637768434e-06,-3.71030805876161e-16,0.000176914636603792,-9.16571800790252e-06,-3.13193096812378e-16,0.000358959374869974,-4.77395900588817e-15,-1.23302377612271e-06,-4.32141855829554e-06,-6.999964187899e-07,3.76058901270843e-06,-3.54742006489985e-07,-6.69684429873432e-06,-3.92788284087799e-16,-0.000389692499699341,5.23318873463765e-17,6.01622150903404e-17,9.82215778156699e-07,-1.60816690649721e-16,1.01493380425945e-09,7.14271140695102e-17,-1.42587665332965e-06,-3.00273407476091e-16,-2.29747708958189e-16,-1.17254501972537e-15,-7.17923011960989e-17,-1.1098983490343e-16,2.98076497128578e-16,-0.000185912138690133,-3.03484645951642e-16,4.86913545632308e-16,-7.33931366503579e-16,-7.88688427263473e-16,2.51040585071682e-16,1.59419225112537e-16,-2.26411010945574e-16,1.08577483703043e-15,-3.79205123037388e-17,1.97842707202246e-16,-9.27306452908328e-17,-2.61137020727464e-14,-3.59988493498626e-14
"t8",-0.143626324269196,-0.0908831445399337,-0.0199227372946249,0.000388241958511349,-0.00186722342273124,0.00644976959542609,-0.000279284934248723,0.000601382615805132,-5.74231105470622e-05,-0.101659427039417,0.0127288393418835,0.30027794879764,0.00188080463916405,0.00237495984090789,0.000308587447462756,-0.000700096383207133,-0.0241843969540864,0.139458334141983,-0.0224241827231979,0.000332182748850161,0.00434811978056021,-0.0408031276224572,0.0185467284340276,-4.6748405403436e-05,-5.69977400555217e-05,-7.34544065497694e-05,0.233290680996774,-0.000283287404439771,0.000454547378541012,-0.159130186972378,-0.856840934811015,0.000574990755631122,0.00033579009853194,0.0149684271387983,0.0613463741188044,-0.00159497131879139,3.49831757920189e-05,-3.5896697704372e-05,-2.12759371717155e-15,1.73920620039325e-16,1.06098799552599e-05,-0.00726955736197448,-6.5748855807433e-16,-3.22246353035414e-05,-3.2189495102495e-05,2.61377487387298e-05,3.24401375893081e-05,2.07432606255108e-15,3.86304957867152e-15,-0.142418658838518,-1.65145182116794e-06,-1.22653290003762e-05,9.76431362296765e-06,-5.52885923374178e-06,1.36935970338191e-06,7.575515515965e-05,-0.000116696350488879,-1.7727938370795e-06,1.85315116854125e-05,0.000111336778633889,-0.00263100187800448,1.91529832790417e-05,-0.000247155445469029,3.38539088018033e-07,8.5391016486702e-05,2.52332078881584e-07,-2.62017887207835e-06,5.29563760852431e-16,0.000159612662457033,-8.272175342001e-06,-4.86916807264902e-16,0.000324306338923245,1.62370117351429e-15,-1.11918167910425e-06,-3.95650987732161e-06,-6.41191100423397e-07,3.46214566575271e-06,-3.27822249409885e-07,-6.18997599106265e-06,1.9854367287518e-16,-0.000361681089320673,-2.39456923038924e-17,-2.61569741429646e-17,9.14167335495455e-07,-2.03840226353282e-16,9.47898649353798e-10,1.03763044713545e-16,-1.3335734750175e-06,-2.33578680458303e-17,-3.91779604183799e-16,5.07346529103602e-16,2.22969535059819e-16,2.70088299218381e-16,-9.63485760908497e-17,-0.00017436975902909,-1.18789058082178e-16,-2.42056868687328e-17,-2.07461524152668e-16,1.3022243802446e-16,1.90959741504463e-16,5.68761334039389e-16,1.55992448468609e-16,-4.59453416935734e-16,-4.14520967028033e-16,-1.34181804644475e-16,-2.11448614470571e-16,-2.59401387403747e-14,-3.58996827954173e-14
"t12",-0.144209016971427,-0.0915348705973683,-0.0202074506611964,0.000394498914336551,-0.00190515692059333,0.00659786322374959,-0.000288702900006957,0.000622092356490541,-5.97639056797286e-05,-0.107013058064657,0.0135829803979346,0.330444610168126,0.00207962102454075,0.00267512086146064,0.000359074932187336,-0.000831324295161695,-0.0292135742515356,0.168830730129855,-0.0292196291318265,0.000452553682182545,0.00752691288826148,-0.0786157094432348,0.0467244882535002,-0.0002267846460372,-0.00142899799277784,0.000893919123092083,-0.535070841669591,0.000102590729709792,-0.000135951729665267,0.0277914090610344,0.073828492550828,-4.81267021437093e-05,4.8751784076799e-06,0.00283564950265075,0.0173686520442184,-0.000456044846341524,1.4554736304411e-05,-1.64537992202667e-05,0.707106781186549,4.26139789900895e-16,6.15690810187167e-06,-0.00432272994635486,-6.56872010642143e-15,-2.02404523302031e-05,-2.07219818427916e-05,1.68941225056036e-05,2.11119321130022e-05,3.17180423448108e-16,2.54415866829908e-15,-0.0941366357300745,-1.13159372311105e-06,-8.45012697479257e-06,6.75242844886846e-06,-3.84704476146532e-06,9.68073900162983e-07,5.4092002909865e-05,-8.35225233213754e-05,-1.27439060027727e-06,1.333858342736e-05,8.07186126493731e-05,-0.00191270753780619,1.39369896212168e-05,-0.000182874079729811,2.52841643898764e-07,6.42063026612848e-05,1.90346417758394e-07,-1.98588696540389e-06,-8.51495009204718e-16,0.000122043138895061,-6.32847063297448e-06,-4.44978647610379e-16,0.000248516299801076,-1.98452365651747e-15,-8.64269911734467e-07,-3.1047771485448e-06,-5.03634256868052e-07,2.74806552378849e-06,-2.62372518599961e-07,-4.95653808540386e-06,3.13199211647899e-16,-0.000292377332883097,-1.31228079755568e-16,2.11296100889614e-16,7.4398284239196e-07,4.48336343518077e-16,7.78091984118936e-10,2.79532423640859e-16,-1.09858774586073e-06,-5.01112092853385e-16,7.72388122875886e-17,2.2101250500494e-16,2.78280483780405e-16,2.36142405918012e-16,8.57157173948329e-16,-0.000144697112042322,6.01434712767342e-17,2.92159433415787e-16,-3.25143570915047e-16,1.8461227956611e-16,-1.06264378630547e-16,1.77072334732806e-16,-3.72384521987092e-16,-9.89393766502651e-16,4.08234334420356e-16,-1.26661518466343e-16,3.75040763152275e-16,-2.56630871407014e-14,-3.63427324273182e-14
"t13",-0.144209016971427,-0.0915348705973684,-0.0202074506611965,0.000394498914336533,-0.00190515692059331,0.00659786322374957,-0.000288702900006631,0.000622092356490635,-5.97639056792342e-05,-0.107013058064656,0.0135829803979345,0.330444610168125,0.00207962102454052,0.00267512086145993,0.000359074932187581,-0.000831324295161294,-0.0292135742515349,0.168830730129857,-0.0292196291318268,0.000452553682182074,0.00752691288826149,-0.0786157094432348,0.046724488253499,-0.000226784646034384,-0.00142899799277751,0.000893919123094931,-0.535070841669595,0.000102590729713379,-0.000135951729665611,0.0277914090610267,0.0738284925508324,-4.81267021432728e-05,4.87517840400868e-06,0.0028356495026646,0.0173686520442168,-0.000456044846336884,1.45547363196238e-05,-1.64537992000223e-05,-0.707106781186545,-3.12987619009466e-16,6.15690810552358e-06,-0.00432272994639235,5.19270506070133e-15,-2.02404523285251e-05,-2.07219818442533e-05,1.68941225094647e-05,2.11119321184835e-05,1.63928574827651e-15,3.971926680688e-15,-0.0941366357300763,-1.13159372370999e-06,-8.45012697088077e-06,6.75242844929433e-06,-3.847044758721e-06,9.68073899567726e-07,5.40920029103633e-05,-8.35225233221009e-05,-1.27439060382604e-06,1.33385834280357e-05,8.07186126478181e-05,-0.00191270753781285,1.39369896211867e-05,-0.000182874079731487,2.5284164258453e-07,6.42063026618121e-05,1.90346417384531e-07,-1.98588696394981e-06,2.10456036831781e-16,0.000122043138894246,-6.32847063309195e-06,7.75029116596997e-16,0.000248516299799066,-1.2490009027033e-16,-8.64269910414805e-07,-3.10477714874343e-06,-5.03634256817644e-07,2.74806552503017e-06,-2.62372518122965e-07,-4.9565380851848e-06,6.30760803299949e-16,-0.000292377332881492,1.03941384075889e-16,-2.85509524850893e-16,7.43982843014337e-07,-6.21752133538092e-17,7.78091786918166e-10,-6.15267756322516e-16,-1.09858774554394e-06,7.07151045865582e-16,1.57011851778493e-16,-4.17365734154527e-16,4.32699089430418e-16,-2.22077491245332e-16,-1.12012462447435e-16,-0.000144697112039976,-1.81146975375298e-16,2.88499902614663e-16,-5.00141163334238e-16,-1.03663304752156e-15,1.32765029825443e-16,2.61422017788452e-16,8.57471259097485e-16,-1.67634426298946e-15,-2.42431234632287e-16,-4.29107489460725e-16,3.39276072439936e-17,-2.63544264971445e-14,-3.57021380523347e-14
"t9",-0.143726218350621,-0.0909929624833728,-0.0199688609890146,0.000389245429030828,-0.0018731678246594,0.00647264091318353,-0.00028065577440963,0.000604385199853283,-5.7750873705037e-05,-0.102361471458266,0.0128322408786569,0.30330491189318,0.00190016294401084,0.002400863377061,0.000312053642031517,-0.000707792943669208,-0.0244395103476156,0.140919285775338,-0.0225630430956707,0.000332851278615217,0.00418447967603672,-0.0381946502542878,0.0157047919750461,-2.11469705609391e-05,0.000180207848674452,-0.000260526269725242,0.423168950646534,-0.000523319152036652,0.000905835647601703,-0.586965035093927,0.468782656602654,-0.000259764883200717,0.000255700935599842,0.0162084154726577,0.070126673908913,-0.00182556652172205,4.21809834902209e-05,-4.40994429852923e-05,4.11523317567683e-15,-7.2844916466838e-16,1.44880269883653e-05,-0.0102020714242404,-5.8306521827919e-16,-5.02872236966199e-05,-5.51447744199226e-05,4.57218836502799e-05,5.91188352985622e-05,5.77757786909367e-15,9.04716608328819e-15,-0.295739028208449,-1.27529951096476e-05,-0.000855952322606554,-0.00011029974237965,1.71761359511631e-05,-5.99720261630077e-07,4.75370485753673e-07,-8.97508559361427e-06,-3.308492262744e-07,3.97472005734216e-06,3.8459225425044e-05,-0.00101520234646269,7.63555854626873e-06,-0.000140996410157566,2.1505558118048e-07,5.74879582293583e-05,1.73971409961427e-07,-1.86320924413225e-06,2.82954307193282e-16,0.000119087198531915,-6.18792284285803e-06,4.31928978759573e-16,0.000244497809735862,-1.04083408558608e-15,-8.71737166516032e-07,-3.24902557849946e-06,-5.27916733124352e-07,2.92645417169127e-06,-2.82040615113193e-07,-5.33062522223987e-06,-5.17267572925294e-16,-0.000316957927423002,-2.80378868574551e-16,1.8463752124146e-16,8.09930413282812e-07,5.12885098516554e-16,8.50401215430604e-10,2.1699474870762e-17,-1.20213877703998e-06,6.16236832661374e-17,-1.61869084850133e-16,-1.7372005757446e-15,-6.71074101554089e-17,-9.95973867867505e-17,6.05080385451325e-16,-0.000158622140026341,-2.71859177645009e-16,3.63600500367926e-16,-9.7647090107332e-16,3.10457188806588e-16,-1.10719800981842e-16,-2.14583898245152e-16,3.03962796159442e-17,-5.37305688835605e-16,2.18931937010768e-16,-2.98091324612984e-19,2.25970264037903e-16,-2.53550020444849e-14,-3.60641415786228e-14
