"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102"
"t86",-0.187873107324937,-0.0550415157636724,-0.0204840743338129,-0.0106980381044385,-0.00795342256342208,-0.00635977449160683,0.129270021460288,-0.116336047944242,-6.24288718645007e-07,0.00103577549275889,5.02924265092872e-05,0.000531491278159261,-6.97994988626695e-05,-0.00119468546494052,-0.000418953372772142,0.169269761848693,0.000168517385288853,-0.00175558089207202,0.00444323864772783,-0.0210957332650532,-0.00300814671647773,0.0122210417604301,-4.6997566619091e-05,1.1104305596125e-05,-8.26600079318239e-08,4.31662735032405e-05,0.000204834714543209,-0.00367884486493753,0.460263729058718,5.82092322231474e-05,-2.77555756156289e-17,1.87391982649695e-05,-0.00206458131170563,4.52625324765852e-07,0.000677332232637271,-3.651822356617e-16,0.000870082157442699,1.32535044789725e-07,-2.89084644008002e-05,-0.00013518346302505,4.99266491501392e-05,3.26951757891327e-05,0.000163605879177241,0.104223399213694,2.55433709049189e-06,-5.97567193257663e-06,-6.84134417829113e-05,-3.45801247681607e-05,-2.49960296666126e-05,-8.79314323058962e-05,0.000140070174980909,0.191948809152589,1.26374601819264e-06,-3.23107544981744e-06,-1.8940302519692e-15,-3.69546899381637e-15,5.5528773835352e-16,-2.85228032664567e-10,0.000184722403562927,-1.74877161516112e-15,8.57446788956534e-16,-2.88631289257558e-06,1.15476427328895e-15,-2.56891750068786e-08,-3.70408361625451e-06,5.99356565010432e-06,-1.26638208870978e-14,1.8210320473191e-14,-9.03600445396759e-15,-3.91078949393568e-15,0.363635812868978,1.27594879400797e-06,-4.35804079699829e-07,2.55653867825402e-07,6.54135327653955e-15,4.97819146897297e-15,-2.2126971405898e-15,3.67142478731306e-15,1.79479296306391e-15,2.35863217423503e-06,0.00125528211592955,-2.00376742201647e-06,-1.57837142953272e-16,1.1784658583164e-15,-1.18404021854869e-15,-1.5643500153663e-15,-5.98375465860842e-15,2.35778496653723e-15,1.70003828208867e-06,-2.25885582464753e-15,1.54409358500529e-13,-7.49225365067096e-07,-9.62971926406413e-08,0.707106781186549,-6.38332448014259e-14,-9.53906196171719e-15,-6.80945299454111e-14,-3.23090527016651e-15,-2.14819295687981e-14,8.06263477322381e-15,1.85582853131745e-14,-4.13811474811085e-14
"t96",-0.182825353356305,-0.0533248577486581,-0.0195160886871742,-0.0100454230033747,-0.00722204303176694,-0.00556875713499602,0.103990464934539,-0.0925175820994583,-4.00774588550375e-07,0.000502140796850943,2.20045922663116e-05,0.000167838171145908,-1.82346710008258e-05,0.0002549943658475,0.000340102640334379,-0.421749708545452,0.000731089113610943,-0.0066766368221955,0.0158516236094461,-0.0730118268105043,-0.0100035988822915,0.0387689255418929,-0.000153930360706262,4.51667259443749e-05,2.81449522083425e-06,-0.000147855626460353,-0.000281059012773739,0.00169376993259329,-0.0163102301062339,2.34266967900518e-05,-1.66533453693773e-15,1.54961389707909e-05,-0.00180491270374755,3.89588998531078e-07,0.000582102436677932,3.43646175321009e-16,0.000732037267749604,1.11471537611625e-07,-2.35239074908973e-05,-0.000106001220197786,3.40688073769209e-05,1.30468180059479e-05,6.0177549452473e-05,0.0121802395600228,-2.21605766034879e-05,9.08532786096205e-05,-5.24847430657052e-05,-2.48275093952575e-05,-1.26228656922555e-05,-2.74544044366098e-05,3.74820789283089e-05,0.0147716310003156,-9.82873006774854e-07,5.4037640169267e-06,-3.25026837814974e-15,1.5294519592288e-14,1.85270303705114e-16,-4.50514873629071e-06,0.498332732019161,-4.16386879269418e-15,-5.1029522202728e-16,-4.00619104126685e-06,2.97684871717373e-15,-3.30636753168519e-08,-4.20931898260554e-06,6.76465950457804e-06,-5.45643452864594e-16,-2.78769284012837e-15,-3.91365459711398e-16,1.67701290874263e-15,0.00213256624465366,-2.5301785425665e-06,2.96746506686437e-06,-2.20176753946974e-06,-2.43343827733319e-15,5.80295149340444e-15,1.36856021565721e-16,-9.91990765317033e-15,1.02170619831234e-15,7.29157225513228e-06,0.00091615133215452,-5.50708636326112e-06,-2.99033544353916e-15,1.08696922729518e-15,1.04021409602872e-15,5.17651842057733e-16,-1.00061840501079e-16,-6.88033377563122e-16,3.63858246227784e-06,-2.11581369115636e-16,-2.74458305627402e-14,-1.48962451695654e-06,-1.86941918215117e-07,-2.25373978129307e-14,-8.30328373591331e-15,-4.90490092755978e-15,-5.62635678934789e-14,1.00308202089704e-14,-0.707106781186549,9.37814431120719e-15,-2.65534651248903e-16,-5.98928612131112e-14
"t97",-0.182825353356305,-0.0533248577486581,-0.0195160886871741,-0.0100454230033747,-0.00722204303176706,-0.0055687571349955,0.103990464934539,-0.0925175820994585,-4.00774588925218e-07,0.000502140796851598,2.20045922660271e-05,0.000167838171145457,-1.82346710004935e-05,0.000254994365847333,0.000340102640334541,-0.421749708545451,0.000731089113611383,-0.00667663682219626,0.0158516236094466,-0.0730118268105044,-0.0100035988822921,0.0387689255418941,-0.000153930360706105,4.51667259443026e-05,2.81449522101704e-06,-0.000147855626459711,-0.000281059012773867,0.00169376993259555,-0.0163102301062334,2.34266967886494e-05,1.77635683940025e-15,1.54961389703897e-05,-0.0018049127037468,3.89588998978826e-07,0.000582102436677378,-5.43376417310029e-16,0.000732037267748951,1.11471537641782e-07,-2.35239074896037e-05,-0.000106001220198868,3.40688073762285e-05,1.30468180054078e-05,6.01775494550455e-05,0.0121802395600204,-2.21605766049835e-05,9.08532786094381e-05,-5.24847430628294e-05,-2.48275093944783e-05,-1.26228656909766e-05,-2.74544044370099e-05,3.74820789257243e-05,0.0147716310003177,-9.82873006058271e-07,5.40376401623432e-06,-2.80443221249438e-15,1.24103595533689e-14,2.10739151010655e-15,-4.5051487347442e-06,0.498332732019162,-4.58206915982691e-15,3.96656390482076e-16,-4.00619103981942e-06,2.65121484644913e-15,-3.30636776233255e-08,-4.20931898380137e-06,6.76465950330219e-06,-5.46445130504792e-15,-2.98539742130918e-16,1.38290700298936e-15,7.53666903231261e-16,0.00213256624464262,-2.5301785414476e-06,2.96746506684951e-06,-2.2017675417903e-06,-7.54882242133547e-16,-1.85067690037001e-15,-2.13237547300927e-15,6.62512591917559e-15,-8.03765809268511e-16,7.29157225316134e-06,0.000916151332166649,-5.50708636260962e-06,3.63524267472261e-15,-1.28839324547314e-15,-1.24905674982733e-15,8.36409024767894e-16,5.2976676322669e-17,-1.11832293178123e-15,3.63858246821532e-06,-8.29129402384685e-16,3.34152078684301e-14,-1.48962452621575e-06,-1.86941907477575e-07,2.28152127430066e-14,9.52920997541514e-15,5.3527963899394e-15,5.6214417393749e-14,-1.11312954169608e-14,0.707106781186546,-4.47667972368622e-15,2.16875825410037e-14,-4.48933180020639e-15
"t92",-0.182728548188216,-0.0532923708455421,-0.0194986476811364,-0.0100341431106421,-0.00721051571279515,-0.00555741777006649,0.103694743333268,-0.0922460671652098,-3.99115562383321e-07,0.000499646365842601,2.18909328342649e-05,0.000166898704617453,-1.81296016247888e-05,0.000253276120772119,0.000337589551344183,-0.418302428611434,0.000722997219517736,-0.00659921835267193,0.0156619021596511,-0.072121364327031,-0.00987767055166971,0.0382367743527733,-0.000151664503886186,4.44368387716259e-05,2.76324729102553e-06,-0.000145051066411377,-0.000275549267735761,0.00165932010036378,-0.0159673592267721,2.29007054092846e-05,-2.94209101525666e-15,1.50574435471035e-05,-0.00173460819185872,3.73175373137557e-07,0.00055742599457957,1.43513333722412e-16,0.00069869018286399,1.06388750110135e-07,-2.23563994279458e-05,-0.000100331093981723,3.18698747199975e-05,1.19704115808027e-05,5.51483764395475e-05,0.011098724101907,-2.00406933176461e-05,8.21473394455902e-05,-4.68095240991316e-05,-2.21031693624637e-05,-1.11020463799324e-05,-2.37493889061353e-05,3.2286415338858e-05,0.0124901176695177,-7.72165694573853e-07,4.01249485129748e-06,2.36061208967663e-15,-1.46466393822327e-14,-1.19622990836332e-15,-2.34258594113659e-06,-0.501657372503553,4.90289852226856e-15,-3.32563617871039e-16,-5.80812739464952e-06,-2.07100989751644e-15,-4.46844796735474e-08,-5.35794056900248e-06,8.59087720607041e-06,3.46526608938167e-15,3.67721245333511e-15,-1.41605165127622e-15,-1.27352522347663e-15,0.00243804890367167,-2.83436018216533e-06,3.29828704970858e-06,-2.44489518112322e-06,7.66557886380079e-17,4.89925028862389e-16,8.52415525980877e-16,2.80636530560226e-15,-3.33203828560203e-16,7.94878132461894e-06,0.00099857480403056,-5.93717572827558e-06,1.41269736966434e-15,-1.92658908337749e-15,4.11493719613862e-16,-2.7425711185553e-16,2.4071739122116e-15,2.17964624826104e-15,3.87178531690799e-06,6.92232112494879e-16,-6.7865177555073e-15,-1.5765995691153e-06,-1.97476786137662e-07,-7.28167856554619e-14,3.27389491131949e-15,-7.75293332359906e-14,-0.707106781186546,-2.23915337069221e-14,5.55672995234964e-14,-3.42301965454788e-15,9.84951520169221e-15,-2.7898589072946e-14
"t93",-0.182728548188216,-0.0532923708455421,-0.0194986476811364,-0.010034143110642,-0.00721051571279522,-0.005557417770067,0.103694743333268,-0.0922460671652098,-3.99115562426671e-07,0.000499646365842309,2.18909328343873e-05,0.000166898704617677,-1.81296016249076e-05,0.000253276120772162,0.000337589551344294,-0.418302428611434,0.00072299721951783,-0.00659921835267222,0.015661902159651,-0.0721213643270309,-0.00987767055166987,0.0382367743527742,-0.000151664503885842,4.44368387711971e-05,2.76324729120093e-06,-0.00014505106641164,-0.000275549267735699,0.00165932010036242,-0.0159673592267734,2.29007054094761e-05,-3.10862446895044e-15,1.50574435470862e-05,-0.00173460819185864,3.73175372309957e-07,0.000557425994580362,3.46589398743925e-16,0.000698690182865745,1.06388749739573e-07,-2.23563994271161e-05,-0.000100331093981792,3.1869874719209e-05,1.19704115801592e-05,5.51483764395304e-05,0.0110987241019103,-2.00406933192814e-05,8.21473394444756e-05,-4.68095240992436e-05,-2.21031693629848e-05,-1.11020463798802e-05,-2.37493889042144e-05,3.22864153387517e-05,0.0124901176695165,-7.72165695146248e-07,4.01249485058061e-06,2.96897545674649e-15,-1.41754871861361e-14,-1.59325505374924e-15,-2.34258594122955e-06,-0.50165737250355,3.59172368944167e-15,4.00218031604164e-16,-5.80812739533762e-06,-3.53254757037556e-15,-4.46844811727521e-08,-5.35794056894115e-06,8.59087720756903e-06,1.75711119390691e-15,1.22882767427585e-16,6.08034205290756e-16,-1.26586978627654e-15,0.00243804890365723,-2.8343601822322e-06,3.29828704968964e-06,-2.44489518017508e-06,2.74579906930107e-15,-3.39988568083209e-15,8.38175025320823e-16,-1.57923248210166e-15,6.78978985792867e-16,7.94878132301993e-06,0.000998574804009965,-5.93717573024244e-06,-2.11314368801387e-15,1.56985300907418e-15,-9.70952976286401e-16,8.00413293954404e-16,-1.1892528912017e-15,-1.36595459911041e-15,3.87178532022953e-06,1.1543448124949e-16,2.86548366482765e-15,-1.57659957869848e-06,-1.97476765002656e-07,7.26779417216647e-14,-3.26816184977931e-15,7.77441660854593e-14,0.707106781186549,2.29723279448746e-14,-5.69676818100711e-14,8.9774625398731e-15,1.38429517228225e-14,-2.93253907962449e-14
"t2",-0.138750342744662,-0.03842727816597,-0.0113014755184176,-0.00460891605333677,-0.00136490720741345,0.000536093966877975,-0.0804074590088862,0.0806347681378421,-0.000154999672458747,-0.00101911473776787,-5.89592567299175e-05,-0.000789329657377903,0.0001103832683474,0.0022933889151849,0.000737311205729371,-0.0328600000704179,-0.00259735869861326,0.0278151818994873,-0.0732604879862432,0.358817049772477,0.0547680994511713,-0.240004449663493,0.00118470409863091,-0.000411482396594486,-6.1798217366405e-06,-0.00254883874521615,-0.0211870290994791,0.866677320511079,-0.00227997072929428,0.0714262083156471,-3.32789351631391e-14,0.000635819272675099,-0.0518416319113411,6.76404618187211e-06,0.0100603383529528,1.89032525338781e-15,0.0170277810985993,-2.96843560430316e-06,-0.000349745216516486,-0.00148630150253088,0.000417641585493875,0.000124322234661491,0.000551974803315147,0.00579302012432918,-0.000285747354121586,0.00116458921612418,-0.000557466957641112,-0.000260174294586732,-0.000121716494857745,-0.000228897359888219,0.000294234451501654,0.00676809842155542,-1.04804067752049e-05,5.2668558076938e-05,-9.04150941578108e-17,-3.76107070465283e-17,1.13320407335772e-16,-3.5231758352784e-05,0.000331046763935932,4.58785698965229e-16,-3.19558827876936e-17,-4.47440793000562e-05,-1.23511195683603e-16,-3.49526491004875e-07,-4.22449218776365e-05,6.77454954730887e-05,-7.38105527661321e-16,2.67009559137193e-17,-7.46472727045011e-17,1.03977408461292e-17,0.00112696204786572,-2.18435428329475e-05,2.51729755615803e-05,-1.86370175016839e-05,-1.75522242985508e-17,3.26002153960336e-16,2.44792758408024e-16,-8.31135546690773e-16,9.36091941802182e-17,5.52064112496485e-05,0.000471564230291195,-4.3137726844426e-05,2.69734453768368e-17,-3.26058191796312e-16,-4.0418840578436e-16,4.54091062338334e-16,3.5108121738456e-16,-3.1836951693403e-16,2.71191299333012e-05,1.61258201564084e-16,1.01114044963489e-15,-1.08312211908286e-05,-1.34619898557311e-06,2.37068120703451e-16,3.99747821744563e-16,2.16386577550378e-16,1.70063359096322e-15,-1.85966956669522e-16,-2.30994513548585e-15,2.66437269828078e-15,1.12381911224257e-14,-3.0728774966297e-14
"t9",-0.151607413122308,-0.0426102621722462,-0.0132519730070992,-0.00567789988250706,-0.00189014472154032,0.000847547663243933,-0.178496570596632,0.188232497779888,-0.00153710234650271,0.00604512336065403,0.000246494636867558,0.00195864660790122,-0.000235358213256751,-0.0025294586484398,-0.000590499846911218,0.019064187655427,0.000640302529591213,-0.00630842135922031,0.0162597030607842,-0.0807495992875545,-0.013877695329315,-0.0307265063929963,7.46625861720626e-06,-6.71845864032105e-07,-7.06514649438337e-08,-3.49117092971096e-05,-0.000310264145426197,0.0125896354840646,-2.97203547748128e-05,-0.133921555294827,7.45237205279636e-15,-5.201838927015e-05,0.869699761267134,1.46390401256553e-05,0.0207311739105622,2.7700525808301e-14,0.338666361098797,-0.000294909527173728,-0.000180675765160754,-0.000783734008623643,0.000198364441976346,5.44866092036562e-05,0.000241235219535781,0.00250178876995926,-0.00012191371685899,0.000496745505949426,-0.000234210011813144,-0.000109139720930019,-5.0622993868693e-05,-9.44332309156843e-05,0.000121192445106929,0.00277213216921771,-4.2465981782212e-06,2.12655928718914e-05,4.50573675450197e-16,-2.33048750960968e-16,7.56715939012642e-16,-1.41396128541289e-05,0.000132428924778347,1.3289269790888e-15,-4.22610591530204e-16,-1.78627495550153e-05,6.03073528802265e-16,-1.39545689980816e-07,-1.68713723202354e-05,2.70561500676694e-05,3.16800638650726e-16,2.54527337634601e-15,4.41249422229788e-16,-6.12440252816933e-16,0.000451759001348914,-8.77738665614322e-06,1.01286747575959e-05,-7.50021127990171e-06,-4.58910847013784e-16,1.14586954725993e-15,-4.11838970780704e-16,1.45677450736377e-15,4.60280336255147e-17,2.23225792469745e-05,0.000190685639455641,-1.75216974730219e-05,6.98534358400098e-17,-3.84447943362139e-16,-5.34253351569725e-16,4.10599943079571e-16,4.45222522549002e-16,8.26989474263996e-16,1.11064636719525e-05,-2.02969712293209e-16,1.98126039563358e-15,-4.4573846790215e-06,-5.55123198372772e-07,1.59680864656485e-15,5.64813835867069e-16,9.60180946295367e-17,5.59184132063489e-16,-2.45207101567239e-16,-1.67926426220073e-15,3.33584925055637e-15,1.19895974780178e-14,-2.99325890831617e-14
"t43",-0.154352699003084,-0.0435021949320483,-0.013665820568552,-0.00590380196114573,-0.00200021436663948,0.000912304928725682,-0.198596186124037,0.210244230301912,-0.00181376635736384,0.00743884699565137,0.00030655668192425,0.00249515469316146,-0.000302683625935832,-0.00345561903645347,-0.000843709048339657,0.0289229412882859,0.00132544047877726,-0.0141746359648037,0.039031360397999,-0.202629204839827,-0.0379225664595204,-0.118837331070915,5.28618502922585e-05,6.02416833575246e-06,4.37853352363368e-08,-9.34601101627202e-07,-0.000146726523430269,0.0124026145368563,-4.59217657833404e-05,-0.520889729514248,-1.01446628875124e-14,7.53948092810436e-05,-0.22195252407562,-2.27074524887584e-06,-0.00307415994056902,-1.85758750765828e-15,-0.0263005746514156,2.26553960152322e-05,1.86446871899779e-06,-2.9428871862686e-05,2.52338923321699e-05,1.11153397974198e-05,4.9979888362798e-05,0.00055361048025146,-2.88745057054735e-05,0.000117818408870165,-6.06245720752558e-05,-2.85099184570669e-05,-1.39325518647427e-05,-2.73770773283444e-05,3.55165125331902e-05,0.000844623885136749,-1.40772817536133e-06,7.28130028740945e-06,-1.16721252486339e-15,-1.16699501201216e-15,1.60268662620635e-15,-5.17762692135473e-06,5.10732466800384e-05,-1.80033921212306e-15,6.11832279761142e-16,-7.4373583429218e-06,-1.58671526740727e-15,-5.90184586076968e-08,-7.27763131692756e-06,1.16817559759128e-05,2.58284855082306e-14,-0.707106781186549,-3.81141673114283e-14,-1.61344477345442e-14,0.000209167145385702,-4.16712787295363e-06,4.8647718784536e-06,-3.60774430152315e-06,-2.00453831216434e-15,1.35815938733042e-15,-1.06910313619036e-15,-1.26756702716815e-14,1.47139987759383e-15,1.11064271099592e-05,9.49046844732459e-05,-8.94633574128299e-06,-2.25168661765699e-15,-2.33517633904037e-16,-1.0990127990774e-15,7.01203138028615e-16,6.77466322570145e-16,-8.13807190944518e-16,5.8919122020547e-06,1.10940328361513e-15,2.10049578244658e-15,-2.4099102759481e-06,-3.02346854788002e-07,-8.05409152353366e-16,-9.65571873502233e-17,-3.09756826148278e-16,-1.02481863400874e-15,-1.11301731463211e-16,-4.20180265805967e-16,2.18289610853562e-15,1.01218586988465e-14,-2.97458321336785e-14
"t44",-0.154352699003084,-0.0435021949320483,-0.013665820568552,-0.00590380196114576,-0.0020002143666395,0.000912304928725704,-0.198596186124037,0.210244230301912,-0.00181376635736349,0.00743884699565143,0.000306556681924391,0.00249515469316113,-0.000302683625936126,-0.0034556190364535,-0.000843709048339774,0.028922941288286,0.00132544047877743,-0.0141746359648048,0.0390313603979992,-0.202629204839828,-0.0379225664595206,-0.118837331070915,5.28618502913638e-05,6.02416833519521e-06,4.3785335193177e-08,-9.34601102491528e-07,-0.000146726523429392,0.0124026145368564,-4.59217657834236e-05,-0.520889729514249,-9.4091401336982e-15,7.53948092807896e-05,-0.221952524075624,-2.2707452483641e-06,-0.00307415994056904,-1.15075738806766e-15,-0.026300574651417,2.26553960152713e-05,1.86446871947566e-06,-2.94288718601325e-05,2.52338923319276e-05,1.11153397975904e-05,4.99798883628938e-05,0.000553610480251612,-2.88745057045471e-05,0.000117818408871526,-6.06245720737303e-05,-2.85099184556397e-05,-1.39325518650714e-05,-2.73770773321442e-05,3.55165125338525e-05,0.000844623885127082,-1.40772817431729e-06,7.28130028720777e-06,8.40636541204871e-16,7.58357500233828e-17,-2.61658993991578e-15,-5.17762692169239e-06,5.1073246685097e-05,6.03502607035746e-16,-2.04230239077074e-17,-7.43735834679259e-06,1.31211191102879e-15,-5.90184515945356e-08,-7.27763131667117e-06,1.16817559795667e-05,-2.67468294079647e-14,0.707106781186547,3.83183985963506e-14,1.66691562072924e-14,0.00020916714531617,-4.16712786082354e-06,4.86477188325631e-06,-3.60774429945083e-06,2.20177821021256e-15,-2.14360937041112e-15,1.14254610840422e-15,1.43443825901332e-14,-1.38511994949936e-15,1.1106427103582e-05,9.49046844669593e-05,-8.94633574192565e-06,2.25029939750603e-15,-3.22515149131496e-16,1.11706389337467e-15,2.76918388302991e-16,-2.22730631463517e-16,-1.16521508331923e-16,5.89191220511249e-06,-8.2621383915988e-16,-3.29796367479324e-15,-2.40991027721421e-06,-3.02346853495127e-07,7.83597551641323e-16,2.89113215255885e-16,6.22076345360694e-16,2.91647310340966e-15,-3.02900430812448e-16,-2.5504206943054e-15,2.8100196209679e-15,1.18485323885583e-14,-3.0713191190478e-14
"t102",-0.155662044747062,-0.0439286305316158,-0.0138654262898628,-0.00601354600153594,-0.0020545085855273,0.000944720013453307,-0.208945346299691,0.221615308913651,-0.00196340626983333,0.00821900322373698,0.000340466396969843,0.0028039436911759,-0.000341725926424513,-0.00401860578526692,-0.00100294092453011,0.0354014093943482,0.0018754323200462,-0.0207792719300396,0.0588090744436758,-0.310790765338573,-0.060107731456275,-0.211212340821496,0.000107323690425019,1.63762478853747e-05,3.68553227606391e-07,0.000144629318308703,0.00111673091004149,-0.04046271861639,9.02882406881547e-05,0.458586416590065,1.94289029309402e-15,8.29064345725753e-06,-0.0946320719467043,-1.05491505777975e-06,-0.00143639441517724,-2.68059663299742e-16,-0.013032118425715,1.12336337759642e-05,9.75773575800276e-07,-1.59993879339705e-05,1.47063460396166e-05,6.86231640751087e-06,3.09288249065119e-05,0.000346160482203591,-1.82610832352867e-05,7.45300988654865e-05,-3.89573454563149e-05,-1.83519063165982e-05,-9.059091417667e-06,-1.7988546083613e-05,2.33890258409307e-05,0.000560820823466431,-9.52493395390097e-07,4.96421400821802e-06,6.51862018758345e-18,-1.71777587956982e-17,1.67787660895655e-16,-3.58846104465846e-06,3.58722165800368e-05,2.30400609922594e-16,1.86705161161878e-16,-5.33321440192401e-06,-2.45268171984214e-16,-4.25077778647035e-08,-5.27121818199705e-06,8.46339555827501e-06,-1.11915478952392e-15,1.96912007924462e-16,-1.25910287631639e-15,-7.18128556202771e-16,0.000154698572125341,-3.10570989992711e-06,3.63873038203157e-06,-2.69976881148825e-06,-1.25443250608412e-15,-1.12532465596303e-15,5.5411778176298e-16,-4.2169859619211e-15,4.20975163545963e-16,8.40038904858229e-06,7.17889108139078e-05,-6.8233862220826e-06,-1.56972301904576e-15,-1.74018231683054e-15,9.82544735836042e-17,1.3234993580445e-15,2.4734758977839e-15,3.18041153950322e-15,4.55094890286963e-06,-1.48232669509949e-16,7.02703606476933e-15,-1.87338269025883e-06,-2.35623763447858e-07,1.21884818768347e-14,-2.29715931532006e-16,2.6821316162452e-15,1.44939920979744e-15,6.32035796389341e-15,-2.8011223767359e-14,1.62881604814619e-14,2.95375339046468e-14,0.707106781186517
"t103",-0.155662044747062,-0.0439286305316157,-0.0138654262898629,-0.0060135460015359,-0.00205450858552731,0.000944720013453339,-0.208945346299692,0.221615308913652,-0.0019634062698334,0.00821900322373697,0.000340466396969415,0.00280394369117583,-0.000341725926424426,-0.00401860578526741,-0.0010029409245303,0.0354014093943481,0.00187543232004665,-0.0207792719300391,0.0588090744436765,-0.310790765338573,-0.0601077314562748,-0.211212340821496,0.000107323690424912,1.63762478851687e-05,3.68553227491159e-07,0.000144629318309506,0.00111673091004158,-0.0404627186163902,9.02882406900846e-05,0.458586416590065,2.37310171513627e-15,8.29064345689959e-06,-0.0946320719467042,-1.05491505794071e-06,-0.00143639441517734,-1.3973582332771e-15,-0.0130321184257146,1.12336337768822e-05,9.75773575222878e-07,-1.59993879353757e-05,1.47063460403106e-05,6.86231640713564e-06,3.09288249072979e-05,0.000346160482204313,-1.82610832361653e-05,7.45300988660401e-05,-3.89573454576036e-05,-1.83519063169735e-05,-9.05909141860528e-06,-1.79885460838958e-05,2.33890258405281e-05,0.000560820823466201,-9.52493395639025e-07,4.96421400715935e-06,-7.70231640360722e-16,9.89435198207982e-16,-7.46512954543507e-17,-3.58846104334832e-06,3.58722165747411e-05,-2.65648713221533e-16,-6.15130012225863e-16,-5.33321439969566e-06,8.00731595015947e-17,-4.25077774278006e-08,-5.2712181851351e-06,8.46339555985509e-06,1.17053763775086e-15,-5.73305215415901e-16,1.07354126550405e-15,3.93024652209399e-16,0.000154698572127473,-3.10570990057226e-06,3.63873038266133e-06,-2.69976881429401e-06,1.04321456269993e-15,2.03708978846392e-15,-8.46453105243221e-16,1.0982067684719e-15,-2.10911445521481e-16,8.40038904763296e-06,7.17889108046929e-05,-6.82338621513479e-06,1.528626931116e-15,1.46039046621887e-15,-1.87324739015336e-16,-8.61298791491127e-16,-2.15214907910427e-15,-4.11943510464764e-15,4.55094890480131e-06,-7.5688780896683e-16,-6.03196226238407e-15,-1.87338269270223e-06,-2.35623769271746e-07,-1.20837689990327e-14,7.4273664003249e-16,-2.6655199465226e-15,1.31009368058665e-16,-6.62185735132914e-15,2.69621631863458e-14,-1.13222554963145e-14,-7.13999154174381e-15,-0.707106781186578
