"","Galium_ciliare","Galium_spurium","Galium_binifolium","Galium_eriocarpum","Galium_propinquum","Galium_sterneri","Galium_circaezans","Galium_porrigens","Galium_angustifolium","Galium_boreale","Galium_tinctorium","Galium_bifolium","Galium_mollugo","Galium_sylvaticum","Galium_odoratum","Galium_saxatile","Galium_parisiense","Sherardia_arvensis","Asperula_glomerata","Asperula_molluginoides","Crucianella_gilanica","Rubia_cordifolia","Rubia_tinctorum","Coprosma_propinqua","Coprosma_lucida","Coprosma_quadrifida","Coprosma_rhamnoides","Oldenlandia_corymbosa","Richardia_stellaris","Spermacoce_brachystema","Spermacoce_leptoloba","Spermacoce_breviflora","Psychotria_micrantha","Psychotria_brachypoda","Psychotria_suterella","Psychotria_flava","Psychotria_tenuifolia","Psychotria_loniceroides","Psychotria_serpens","Rudgea_jasminoides","Palicourea_faxlucens","Palicourea_cyanococca","Faramea_luteovirens","Faramea_occidentalis","Coussarea_suaveolens","Pavetta_australiensis","Rosenbergiodendron_formosum","Tocoyena_pittieri","Randia_thurberi","Randia_armata","Rothmannia_urcelliformis","Coffea_racemosa","Coffea_arabica","Coffea_liberica","Ixora_pendula","Pentagonia_macrophylla","Nauclea_officinalis","Nauclea_diderrichii","Isertia_haenkeana","Arachnothryx_galeottii","Guettarda_aromatica","Guettarda_uruguensis","Timonius_wallichianus","Arachnothryx_buddleioides","Hamelia_axillaris","Macrocnemum_roseum","Vincetoxicum_hirundinaria","Asclepias_subulata","Asclepias_vestita","Asclepias_speciosa","Asclepias_oenotheroides","Asclepias_albicans","Asclepias_cordifolia","Asclepias_amplexicaulis","Asclepias_verticillata","Asclepias_incarnata","Calotropis_procera","Hoya_australis","Wrightia_tinctoria","Tabernaemontana_cymosa","Tabernaemontana_sananho","Catharanthus_roseus","Vinca_major","Vinca_minor","Plumeria_alba","Alyxia_ruscifolia","Aspidosperma_megalocarpon","Aspidosperma_cylindrocarpon","Alstonia_muelleriana","Alstonia_scholaris","Chironia_linoides","Gentianella_parviflora","Gentianella_amarella","Gentiana_clusii","Gentiana_andrewsii","Gentiana_utriculosa","Gentiana_scabra","Centaurium_tenuiflorum","Cicendia_quadrangularis","Blackstonia_perfoliata"
"Asclepias_amplexicaulis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,19.836684,7.356428,7.356428,7.356428,7.356428,7.356428,7.356428,0,6.005362,6.005362,12.876696,33.87846,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Asclepias_verticillata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,19.836684,7.356428,7.356428,7.356428,7.356428,7.356428,7.356428,6.005362,0,1.357744,12.876696,33.87846,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Asclepias_incarnata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,19.836684,7.356428,7.356428,7.356428,7.356428,7.356428,7.356428,6.005362,1.357744,0,12.876696,33.87846,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Calotropis_procera",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,19.836684,12.876696,12.876696,12.876696,12.876696,12.876696,12.876696,12.876696,12.876696,12.876696,0,33.87846,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Hoya_australis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,0,43.788918,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Wrightia_tinctoria",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,0,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Tabernaemontana_cymosa",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,0,8.8944,46.883208,46.883208,46.883208,50.884194,50.884194,52.545286,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Tabernaemontana_sananho",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,8.8944,0,46.883208,46.883208,46.883208,50.884194,50.884194,52.545286,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Catharanthus_roseus",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,46.883208,46.883208,0,27.279658,27.279658,50.884194,50.884194,52.545286,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Vinca_major",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,46.883208,46.883208,27.279658,0,2.216902,50.884194,50.884194,52.545286,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Vinca_minor",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,46.883208,46.883208,27.279658,2.216902,0,50.884194,50.884194,52.545286,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Plumeria_alba",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,50.884194,50.884194,50.884194,50.884194,50.884194,0,48.847424,52.545286,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Alyxia_ruscifolia",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,50.884194,50.884194,50.884194,50.884194,50.884194,48.847424,0,52.545286,52.545286,52.545286,52.545286,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Aspidosperma_megalocarpon",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,0,14.786656,43.477808,43.477808,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Aspidosperma_cylindrocarpon",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,14.786656,0,43.477808,43.477808,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Alstonia_muelleriana",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,43.477808,43.477808,0,1.16251,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Alstonia_scholaris",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,52.545286,43.477808,43.477808,1.16251,0,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234
"Chironia_linoides",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,0,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799
"Gentianella_parviflora",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,0,5.48343,38.49716,38.49716,38.49716,38.49716,48.303808,48.303808,48.303808
"Gentianella_amarella",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,5.48343,0,38.49716,38.49716,38.49716,38.49716,48.303808,48.303808,48.303808
"Gentiana_clusii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,38.49716,38.49716,0,20.983712,20.983712,20.983712,48.303808,48.303808,48.303808
"Gentiana_andrewsii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,38.49716,38.49716,20.983712,0,20.983712,20.983712,48.303808,48.303808,48.303808
"Gentiana_utriculosa",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,38.49716,38.49716,20.983712,20.983712,0,20.983712,48.303808,48.303808,48.303808
"Gentiana_scabra",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,38.49716,38.49716,20.983712,20.983712,20.983712,0,48.303808,48.303808,48.303808
"Centaurium_tenuiflorum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,48.303808,48.303808,48.303808,48.303808,48.303808,48.303808,0,17.447842,24.129826
